1UJ3,100.0,46.43,0.0,53.57,44.2826,0.0,100.0,100.0,0.0,44.3394,100.0,32.14,0.0,67.86,40.1938
5H35,100.0,51.85,0.0,48.15,29.3191,100.0,48.15,0.0,51.85,27.5039,100.0,62.96,0.0,37.04,27.3099
3G04,73.91,64.29,26.09,35.71,24.002,34.78,78.57,65.22,21.43,17.2885,34.78,60.71,65.22,39.29,18.6681
2R56,42.86,69.23,57.14,30.77,17.8976,100.0,76.92,0.0,23.08,19.4145,100.0,76.92,0.0,23.08,25.2596
4NNP,100.0,86.67,0.0,13.33,40.6539,100.0,66.67,0.0,33.33,21.1771,100.0,80.0,0.0,20.0,42.2133
5K9K,0.0,66.67,100.0,33.33,58.9821,0.0,83.33,100.0,16.67,63.1806,0.0,77.78,100.0,22.22,58.0074
4KUC,0.0,80.0,100.0,20.0,31.5134,100.0,76.67,0.0,23.33,40.294,100.0,53.33,0.0,46.67,36.0405
3NH7,66.67,63.64,33.33,36.36,15.5846,57.14,100.0,42.86,0.0,18.6651,52.38,59.09,47.62,40.91,15.6683
1LK3,100.0,87.5,0.0,12.5,28.8664,100.0,33.33,0.0,66.67,28.0809,0.0,91.67,100.0,8.33,25.522
5IES,36.36,61.54,63.64,38.46,17.3233,36.36,65.38,63.64,34.62,22.9193,36.36,69.23,63.64,30.77,22.2264
4LU5,100.0,27.27,0.0,72.73,21.5598,0.0,77.27,100.0,22.73,20.4798,0.0,77.27,100.0,22.73,21.2155
4D3C,0.0,52.0,100.0,48.0,25.6724,0.0,88.0,100.0,12.0,33.6139,0.0,64.0,100.0,36.0,31.6599
4LF3,33.33,30.43,66.67,69.57,19.1563,46.67,65.22,53.33,34.78,17.2274,46.67,82.61,53.33,17.39,18.1089
4BZ2,100.0,65.22,0.0,34.78,23.7569,36.84,56.52,63.16,43.48,16.6678,94.74,65.22,5.26,34.78,25.3041
4LIQ,100.0,44.44,0.0,55.56,66.1349,94.12,41.67,5.88,58.33,40.976,100.0,44.44,0.0,55.56,62.7266
1C08,100.0,45.83,0.0,54.17,17.5414,100.0,45.83,0.0,54.17,17.7905,47.06,75.0,52.94,25.0,16.6396
1BGX,100.0,57.14,0.0,42.86,43.3054,100.0,57.14,0.0,42.86,61.1226,67.31,66.67,32.69,33.33,28.5829
4YDJ,100.0,38.71,0.0,61.29,28.7023,100.0,45.16,0.0,54.84,36.0018,0.0,67.74,100.0,32.26,27.7706
4K3J,100.0,63.89,0.0,36.11,43.1207,100.0,61.11,0.0,38.89,52.1396,100.0,66.67,0.0,33.33,44.3566
4FFY,72.0,52.17,28.0,47.83,14.3144,84.0,65.22,16.0,34.78,18.4437,88.0,56.52,12.0,43.48,17.7733
3NGB,29.17,69.7,70.83,30.3,33.237,100.0,36.36,0.0,63.64,31.391,100.0,45.45,0.0,54.55,34.7926
4LVN,100.0,16.67,0.0,83.33,24.8085,100.0,26.67,0.0,73.33,29.3808,0.0,93.33,100.0,6.67,30.7473
3L5W,0.0,60.87,100.0,39.13,20.1923,100.0,43.48,0.0,56.52,23.5107,100.0,34.78,0.0,65.22,23.8426
3LIZ,0.0,80.65,100.0,19.35,35.7949,0.0,96.77,100.0,3.23,29.4932,100.0,35.48,0.0,64.52,31.408
1OAZ,52.94,52.0,47.06,48.0,13.8212,70.59,56.0,29.41,44.0,12.9165,52.94,56.0,47.06,44.0,13.2655
5F9W,35.71,68.75,64.29,31.25,26.3231,100.0,28.12,0.0,71.88,31.8716,100.0,46.88,0.0,53.12,33.2952
5CZX,78.57,68.97,21.43,31.03,22.8222,0.0,62.07,100.0,37.93,29.0978,78.57,55.17,21.43,44.83,28.8715
