3LEV,0.1111,9,1,0.0,5,0,13.8993
2VXQ,0.0,14,0,0.6087,8,7,17.1423
4F2M,0.6364,10,7,0.0,16,0,39.2622
3VG9,0.0,19,0,0.0,13,0,20.5545
5JQ6,0.3158,17,6,0.0,15,0,15.4062
1OB1,0.0,11,0,0.24,12,3,15.5368
1ORS,0.0,18,0,0.1111,8,1,19.8966
1E6J,0.0,13,0,0.0,16,0,23.4192
3GI8,0.0,27,0,0.0,6,0,33.5648
4JZJ,0.2308,8,3,0.0,7,0,19.6327
4CMH,0.0,12,0,0.0,17,0,42.1341
4JR9,0.0,24,0,0.0,8,0,27.0618
5MES,0.1818,10,2,0.3704,15,5,14.4704
1BGX,0.0,25,0,0.3188,17,11,67.316
4JLR,0.2308,14,3,0.0,9,0,30.7933
3NH7,0.0,13,0,0.0,3,0,23.0572
3LIZ,0.0,4,0,0.0,12,0,28.2097
1WEJ,0.0,15,0,0.0,9,0,17.0466
3KR3,0.1379,10,2,0.5714,9,8,13.5088
4EDW,0.4828,12,7,0.069,12,1,17.7451
5FHX,0.0,11,0,0.5714,10,6,28.4653
