4TSA,0.49,23,9,clusters:1_2
5L0Q,0.5,26,9,clusters:1_2
5DHV,0.35,21,6,clusters:1_2
5DUR,0.36,28,8,clusters:1_2
4BZ2,0.44,23,9,clusters:1_2
1OB1,0.22,23,4,clusters:1_2
1JHL,0.53,24,9,clusters:1_2
5FB8,0.29,20,6,clusters:1_2
2EIZ,0.29,24,6,clusters:1_2
4M62,0.65,25,13,clusters:1_2
1A2Y,0.46,24,9,clusters:1_2
2BDN,0.16,21,3,clusters:1_2
5MES,0.38,25,7,clusters:1_2
5C7X,0.64,24,15,clusters:1_2
1MHP,0.53,26,10,clusters:1_2
5D70,0.51,24,10,clusters:1_2
5SY8,0.43,25,8,clusters:1_2
3KR3,0.55,21,11,clusters:1_2
1C08,0.34,24,7,clusters:1_2
1BVK,0.44,24,9,clusters:1_2
