5IKC,0.5517,16,8,0.0,8,0,20.4538
1HYS,0.0741,18,1,0.0,15,0,48.5832
5GGT,0.0,6,0,0.6452,18,10,34.9482
4JPW,0.0,21,0,0.1951,11,4,33.9716
5KVG,0.0,11,0,0.1176,14,2,25.9388
4PP1,0.0,9,0,0.0,19,0,16.3935
4G6J,0.0,19,0,0.2857,7,4,20.7256
4K94,0.0667,9,1,0.0,10,0,27.71
4U6V,0.0,20,0,0.4444,11,6,30.7116
4G6M,0.0,19,0,0.0769,7,1,20.7256
1RJL,0.0,12,0,0.0,5,0,15.6283
5I9Q,0.0,26,0,0.0,6,0,37.3525
3ZKM,0.0,9,0,0.3913,23,9,32.7658
3T2N,0.0,6,0,0.1304,26,3,42.5439
4U0R,0.0,24,0,0.0,3,0,69.5458
1IQD,0.8889,20,16,0.0,6,0,31.1732
4XAK,0.5625,19,9,0.0,9,0,22.8635
4D3C,0.5517,18,8,0.0,9,0,23.988
5FCU,0.6829,21,14,0.0,10,0,34.133
4UTA,0.0,10,0,0.0,24,0,87.8247
4GMS,0.0,5,0,0.1379,13,2,16.2654
4TSA,0.2727,9,3,0.4444,14,6,17.9789
3HI6,0.0,20,0,0.0769,7,1,24.0975
5L0Q,0.1053,9,1,0.5926,17,8,16.77
2FD6,0.0556,23,1,0.0,8,0,23.9429
1A14,0.0,23,0,0.0,9,0,29.59
3LEV,0.0,11,0,0.4,16,5,19.8409
4LEO,0.0,21,0,0.4,17,7,54.6346
3I50,0.6207,18,9,0.0,14,0,62.6905
2R29,0.0,3,0,0.0,3,0,6.7033
5KW9,0.0,10,0,0.0,20,0,14.8821
4RWY,0.0,20,0,0.0,12,0,29.7672
3L5X,0.5385,16,7,0.0,8,0,24.902
5C0N,0.0,4,0,0.2857,22,4,28.4312
4L5F,0.0,14,0,0.0,9,0,31.711
3Q3G,0.5455,16,9,0.0,10,0,29.6983
5F9O,0.1176,12,2,0.0,20,0,34.1715
5KVF,0.0,11,0,0.3448,14,5,25.9388
2VXQ,0.0,14,0,0.5833,9,7,17.5792
5F3B,0.0,5,0,0.1176,2,1,45.6644
5DHV,0.4167,11,5,0.087,10,1,13.8368
4FP8,0.0,4,0,0.0,3,0,40.6576
5F9W,0.1,12,2,0.0,20,0,34.1715
5KJR,0.6842,21,13,0.0,11,0,33.9716
4OGX,0.0,15,0,0.0465,14,1,23.6909
4ETQ,0.0,15,0,0.2286,13,4,24.0006
1JPS,0.0,18,0,0.0,11,0,16.4314
4K2U,0.0,10,0,0.0,9,0,20.0043
3U7Y,0.2128,12,5,0.0,20,0,34.1715
5DUR,0.3871,15,6,0.1379,13,2,17.3649
3VG9,0.0,21,0,0.0,11,0,26.7515
2ADF,0.7742,16,12,0.0,10,0,24.6814
5BV7,0.0,13,0,0.0,20,0,25.5981
1FSK,0.0714,12,1,0.0,15,0,15.6266
3NFP,0.16,10,2,0.0,7,0,21.9512
4HF5,0.0,3,0,0.0,2,0,56.9854
5D8J,0.0,4,0,0.6,22,12,28.4312
5DUM,0.0625,15,1,0.0,13,0,17.3649
3BGF,0.0,9,0,0.2667,15,4,19.32
5F3H,0.0,6,0,0.125,1,1,51.511
5JQ6,0.0,13,0,0.15,19,3,15.9302
4HCR,0.0,13,0,0.3429,15,6,22.689
3WIH,0.0,5,0,0.0,8,0,10.1978
5TZT,0.0,7,0,0.0,17,0,66.6999
3PNW,0.3529,19,6,0.0,3,0,21.2656
4LQF,0.087,12,1,0.0,10,0,14.1311
2QQN,0.0,8,0,0.0,6,0,13.7739
4AEI,0.0,7,0,0.3571,13,5,9.8531
3WKM,0.5128,15,10,0.1667,12,3,23.0666
4HC1,0.6875,15,11,0.0,13,0,22.7297
4ZPT,0.6286,19,11,0.0,9,0,22.2895
4BZ2,0.2308,8,3,0.3636,15,6,12.0982
3RVV,0.0,14,0,0.0,14,0,15.7593
4Y5V,0.7179,17,14,0.0,11,0,17.6135
5L6Y,0.4444,16,6,0.0,8,0,24.902
4ZS7,0.0,12,0,0.0,14,0,27.7015
5A3I,0.25,8,3,0.0,3,0,48.507
3HMX,0.0,5,0,0.0,27,0,36.2127
1OB1,0.1538,13,2,0.1739,10,2,15.7777
4XWG,0.0,13,0,0.6486,20,12,25.5981
4YPG,0.0,7,0,0.5714,19,12,22.5508
1JHL,0.5385,16,7,0.2222,8,2,18.2919
5H35,0.0,17,0,0.0645,10,1,28.1767
5D93,0.0,20,0,0.0,3,0,27.8073
3GJF,0.0,9,0,0.0,15,0,48.8764
5TZU,0.0,7,0,0.0,17,0,66.6999
2YBR,0.75,11,9,0.0,9,0,12.3731
4AL8,0.0,4,0,0.0,4,0,8.3485
5FB8,0.2857,9,4,0.1333,11,2,14.2411
2OZ4,0.0,20,0,0.4828,11,7,84.4369
4O9H,0.0,12,0,0.0667,14,1,27.7015
1H0D,0.0,15,0,0.6923,9,9,27.3271
4CNI,0.4615,12,6,0.0,14,0,27.7015
2R56,0.0,8,0,0.2051,18,4,20.3386
3U9P,0.0667,13,1,0.0,13,0,18.8056
5TZ2,0.0,7,0,0.0,17,0,66.6999
4HKX,0.0,12,0,0.0,16,0,27.7066
1ORS,0.0,19,0,0.1111,8,1,19.691
5K9K,0.0,14,0,0.2051,22,4,38.1464
1E6J,0.0,16,0,0.0,14,0,20.9066
3LD8,0.0,15,0,0.0667,17,1,27.8767
3GI8,0.0,27,0,0.0,6,0,33.5161
3PGF,0.0,24,0,0.4865,14,9,58.2456
4ZSO,0.0,16,0,0.4667,13,7,21.7137
1LK3,0.303,16,5,0.0,10,0,20.422
2EIZ,0.1212,15,2,0.2963,9,4,19.9969
3MXW,0.0,6,0,0.0,20,0,36.8826
4DN4,0.0,9,0,0.087,12,1,14.3785
5HYS,0.0,17,0,0.0,12,0,17.0267
