1SY6,0.3158,8,3,clusters:1
2QQN,0.5714,16,8,clusters:2
4L5F,0.1818,9,2,clusters:1
2AEP,0.15,19,3,clusters:1
5A3I,0.3636,17,6,clusters:2
3JWD,0.2424,18,4,clusters:1
4GMS,0.1538,21,3,clusters:1
3IDX,0.0741,11,1,clusters:2
1FE8,0.4516,12,7,clusters:1
1YY9,0.0571,16,1,clusters:1
4LU5,0.2,5,2,clusters:2
4LQF,0.2,9,2,clusters:1
5KJR,0.4375,15,7,clusters:2
1BQL,0.1905,8,2,clusters:1
4BZ1,0.4167,12,5,clusters:1
3CVH,0.25,15,4,clusters:1
2R29,0.1935,15,3,clusters:1
1C08,0.3846,9,5,clusters:1
4DGI,0.1818,11,2,clusters:2
3GJF,0.25,18,4,clusters:2
3NFP,0.1538,11,2,clusters:1
1RJL,0.4167,11,5,clusters:1
2W9E,0.5714,13,8,clusters:2
1G9M,0.5263,26,10,clusters:2
1MLC,0.2963,13,4,clusters:2
4O58,0.2,13,3,clusters:1
1IQD,0.7568,21,14,clusters:1
4O9H,0.5161,15,8,clusters:1
5F3H,0.5556,21,10,clusters:1
4YQX,0.5455,19,9,clusters:2
3HI6,0.6486,18,12,clusters:2
5MVZ,0.2353,16,4,clusters:1
3THM,0.5625,14,9,clusters:1
4UTA,0.0952,18,1,clusters:2
2DD8,0.625,13,10,clusters:1
4H8W,0.6111,17,11,clusters:1
1UJ3,0.4828,9,7,clusters:1
4XVS,0.4091,17,9,clusters:1
4ZPT,0.6316,22,12,clusters:2
3EOA,0.2667,16,4,clusters:1
5F96,0.5556,13,10,clusters:1
1W72,0.4848,18,8,clusters:1
1JPS,0.3704,6,5,clusters:2
5D8J,0.5806,13,9,clusters:1
1AHW,0.24,6,3,clusters:1
3X3F,0.48,13,6,clusters:1
5F3B,0.4444,21,8,clusters:2
4NNP,0.6667,26,13,clusters:1
4DN4,0.5714,10,6,clusters:1
5C0N,0.2727,16,3,clusters:2
3BGF,0.5333,15,8,clusters:2
5L6Y,0.48,14,6,clusters:1
5F9W,0.32,22,8,clusters:1
