Protein,surface res,cutoff res,annotated res
3I50.A_2I69.A,240,32
3BGF.A_5X58.A,151,27
4K2U.A_1ZRL.A,209,30
4FP8.A_6WXB.A,192,30
5E94.A_7LCK.R,102,24
3RKD.A_2ZZQ.A,122,26
4HC1.A_4HBQ.A,177,29
2R29.A_1OAN.A,79,23
5FCU.A_4DVV.A,256,32
3IU3.A_6VWU.A,108,25
3KS0.A_1LDC.A,79,23
5F3H.B_5NXS.A,117,25
4F15.A_7KNA.A,269,33
4HF5.A_2WRC.A,238,31
3WIH.A_4HLJ.A,77,22
2QQN.A_2QQI.A,119,26
4KI5.A_6MF2.A,122,26
4GMS.A_6MXU.A,240,32
1RJL.A_1P4P.A,88,23
4TSA.A_4KXI.A,91,24
1EO8.A_6WXB.A,240,32
4AL8.A_4GSX.A,82,23
4O58.A_6MXU.A,240,32
3CVH.A_2QRI.A,233,31
4K94.A_2EC8.A,161,28
4U0R.A_4WAT.A,243,32
1QFU.A_6WXB.A,240,32
2DD8.A_5X58.A,158,28
5F3B.A_5NXS.A,116,25
2J4W.A_1W8K.A,34,18
1HYS.B_3LAN.A,339,35
5A3I.A_6PCX.A,247,32
5E8E.A_5EDK.A,197,30
3NFP.A_6VWU.A,112,25
5D93.A_3T59.A,183,29
5FB8.A_1I16.A,74,22
3GJF.A_6APN.A,228,31
