4JZJ,30,24,6,0,0,0
4F37,24,18,6,0,0,0
1BGX,42,29,13,0,0,0
4QWW,35,27,8,0,0,0
2VXQ,23,10,8,5,0,0
4QCI,24,18,6,0,0,0
3LIZ,31,12,7,12,0,0
3LEV,27,9,13,5,0,0
3NH7,22,17,5,0,0,0
1OB1,23,10,10,3,0,0
5JQ6,32,22,10,0,0,0
1E6J,29,15,14,0,0,0
4EDW,24,17,7,0,0,0
4JR9,33,18,15,0,0,0
4CMH,29,14,11,4,0,0
4FQJ,31,13,18,0,0,0
4F2M,26,13,13,0,0,0
1WEJ,24,11,5,8,0,0
1ORS,26,16,10,0,0,0
5FHX,24,14,10,0,0,0
1AR1,30,17,13,0,0,0
5MES,25,10,7,8,0,0
4JLR,23,18,5,0,0,0
3KR3,20,10,4,6,0,0
1EZV,28,18,10,0,0,0
3VG9,32,23,9,0,0,0
3GI8,33,15,18,0,0,0
