4XMP,0.2903,23,9,clusters:1
4H8W,0.3784,18,7,clusters:1
2ADF,0.5882,19,10,clusters:1
4HCR,0.6154,19,12,clusters:1
4D3C,0.381,10,4,clusters:2
2YBR,0.6154,13,8,clusters:1
4LSU,0.3333,19,9,clusters:1
4BZ1,0.5385,14,7,clusters:2
4ZPT,0.5405,21,10,clusters:1
4LEO,0.15,22,3,clusters:1
3NFP,0.2222,12,3,clusters:1
2CMR,0.45,23,9,clusters:1
5F9W,0.2979,19,7,clusters:1
5FHX,0.5833,13,7,clusters:1
4J6R,0.2963,22,8,clusters:1
2BDN,0.1379,12,2,clusters:1
4DTG,0.303,16,5,clusters:2
5F3H,0.375,17,6,clusters:2
3W9E,0.6522,21,15,clusters:1
3L5W,0.4,10,4,clusters:2
2AEP,0.0476,21,1,clusters:2
3V6O,0.3333,17,5,clusters:2
4XWG,0.4103,22,8,clusters:1
3NGB,0.1905,18,4,clusters:2
1FSK,0.5455,17,9,clusters:1
2ZCH,0.2353,18,4,clusters:2
1XIW,0.0769,9,1,clusters:1
5JQ6,0.3182,23,7,clusters:1
4OGX,0.3404,15,8,clusters:1
4Y5V,0.6316,16,12,clusters:1
1FE8,0.2424,14,4,clusters:1
1MHP,0.6111,21,11,clusters:1
5CZX,0.4375,18,7,clusters:2
4CMH,0.2,15,4,clusters:2
2ARJ,0.0714,10,1,clusters:2
4OII,0.2069,8,3,clusters:2
1C08,0.3448,12,5,clusters:2
1W72,0.2143,13,3,clusters:1
5CBA,0.6207,15,9,clusters:2
1ORS,0.25,14,3,clusters:1
2Q8A,0.6,19,12,clusters:1
4BZ2,0.0645,12,1,clusters:2
5IKC,0.4286,15,6,clusters:2
4I77,0.3871,12,6,clusters:1
4XAK,0.4,26,8,clusters:2
4YDK,0.2593,21,7,clusters:2
4KUC,0.3636,9,4,clusters:1
1OSP,0.0741,8,1,clusters:2
2DD8,0.45,21,9,clusters:2
4YQX,0.4138,15,6,clusters:2
1A2Y,0.4118,19,7,clusters:1
3RVV,0.25,9,3,clusters:2
1E6J,0.75,12,9,clusters:1
3X3F,0.6154,14,8,clusters:1
1LK3,0.303,15,5,clusters:1
4UV7,0.4138,20,6,clusters:1
5D8J,0.4828,11,7,clusters:2
5SX4,0.2564,19,5,clusters:1
4DN4,0.6087,12,7,clusters:1
5JHL,0.5714,20,8,clusters:2
1FJ1,0.2791,26,6,clusters:1
4PP1,0.0606,12,1,clusters:2
5TZT,0.5882,9,5,clusters:2
1HYS,0.4444,27,8,clusters:1
5F9O,0.2632,16,5,clusters:2
3LD8,0.1579,25,3,clusters:1
4UTA,0.1176,14,1,clusters:2
1FBI,0.32,10,4,clusters:1
3LEV,0.48,16,6,clusters:2
3UC0,0.0769,10,1,clusters:1
2W9E,0.5,9,6,clusters:2
4YPG,0.1622,12,3,clusters:1
4O9H,0.4375,16,7,clusters:2
3SE9,0.2083,21,5,clusters:1
1V7M,0.2632,21,5,clusters:1
3T2N,0.65,20,13,clusters:2
5F3B,0.1935,16,3,clusters:2
1N8Z,0.1176,17,2,clusters:1
4QTI,0.0769,14,1,clusters:2
4LU5,0.2857,6,3,clusters:1
3B9K,0.2857,9,4,clusters:1
3Q1S,0.4138,17,6,clusters:1
4HC1,0.7059,17,12,clusters:2
1A14,0.2439,22,5,clusters:1
4RWY,0.2373,25,7,clusters:1
4M62,0.6061,18,10,clusters:1
4HKX,0.2105,19,4,clusters:2
4YWG,0.4615,14,6,clusters:2
2R56,0.3158,17,6,clusters:1
5T5F,0.6486,24,12,clusters:1
5C0N,0.2222,12,2,clusters:2
5MES,0.6364,10,7,clusters:1
4F37,0.6667,18,9,clusters:1
4PP2,0.1143,15,2,clusters:2
4F2M,0.5833,12,7,clusters:2
1ZTX,0.087,8,1,clusters:2
4DGI,0.1818,11,2,clusters:1
4G6J,0.1875,11,3,clusters:2
2VDK,0.0513,20,1,clusters:1
3THM,0.4615,8,6,clusters:1
4Y5Y,0.3333,15,6,clusters:1
4CNI,0.1667,9,2,clusters:2
5D93,0.6061,13,10,clusters:2
5K9K,0.2,13,3,clusters:1
4AG4,0.25,23,5,clusters:2
5L6Y,0.4348,12,5,clusters:2
2NY7,0.3137,28,8,clusters:2
1FNS,0.6667,15,9,clusters:2
3L5X,0.2,10,2,clusters:2
1MLC,0.2667,16,4,clusters:1
5H35,0.3429,14,6,clusters:1
1AHW,0.069,10,1,clusters:1
1QFU,0.0952,2,1,clusters:2
2QQN,0.4211,7,4,clusters:1
2OZ4,0.2439,23,5,clusters:1
1SY6,0.2727,11,3,clusters:2
3S37,0.625,14,10,clusters:2
5D70,0.6286,20,11,clusters:1
3I50,0.6667,13,8,clusters:2
3PGF,0.5714,26,14,clusters:1
5TZU,0.5625,13,9,clusters:2
4FP8,0.0465,24,1,clusters:1
5F96,0.4286,19,9,clusters:1
3EOA,0.2857,14,4,clusters:1
3IU3,0.1538,6,2,clusters:1
2EIZ,0.2667,12,4,clusters:1
1JRH,0.303,18,5,clusters:2
4QWW,0.4737,19,9,clusters:1
3U7Y,0.1961,16,5,clusters:2
4KI5,0.0606,13,1,clusters:2
3BGF,0.3871,16,6,clusters:2
2J88,0.5926,17,8,clusters:2
3U2S,0.1935,17,3,clusters:2
1JPS,0.3077,5,4,clusters:1
3GI8,0.0667,14,1,clusters:1
5EN2,0.2857,14,5,clusters:2
1H0D,0.6923,9,9,clusters:2
3ZKM,0.4314,25,11,clusters:1
5K59,0.6061,22,10,clusters:2
3VI3,0.2222,9,3,clusters:2
4G6M,0.0667,11,1,clusters:2
2NYY,0.1304,23,3,clusters:1
5E8E,0.1333,18,2,clusters:1
4LQF,0.1905,10,2,clusters:1
1BGX,0.1333,23,5,clusters:1
3MA9,0.3902,16,8,clusters:2
4U0R,0.0588,19,1,clusters:1
3U9P,0.2143,11,3,clusters:2
5A3I,0.0952,5,1,clusters:2
3D85,0.5,11,7,clusters:2
1UJ3,0.2222,7,3,clusters:2
5I9Q,0.2381,20,5,clusters:1
2JEL,0.8889,12,12,clusters:1
4JPW,0.3265,19,8,clusters:1
1EO8,0.2353,2,2,clusters:2
1BQL,0.1538,13,2,clusters:1
5BV7,0.04,27,1,clusters:1
5SY8,0.4667,17,7,clusters:1
1G9M,0.4,23,7,clusters:1
4DQO,0.125,21,2,clusters:1
1NSN,0.2759,11,4,clusters:2
4QCI,0.4118,20,7,clusters:1
5E94,0.6429,12,9,clusters:1
5MVZ,0.0645,13,1,clusters:2
4YDJ,0.1429,16,3,clusters:1
4JLR,0.6,18,9,clusters:1
3HI6,0.65,21,13,clusters:1
5TZ2,0.32,11,4,clusters:1
3RKD,0.0667,10,1,clusters:1
1RJL,0.48,12,6,clusters:2
5KVF,0.125,17,2,clusters:1
5GGT,0.5806,18,9,clusters:1
4XVS,0.1333,18,3,clusters:1
1IQD,0.6857,19,12,clusters:1
3HI1,0.15,17,3,clusters:2
1NCA,0.4,24,9,clusters:2
4U6V,0.4444,20,8,clusters:1
1BVK,0.3871,14,6,clusters:2
4K94,0.2424,12,4,clusters:2
3VG9,0.0909,17,2,clusters:1
1WEJ,0.0952,10,1,clusters:2
3IDX,0.1714,19,3,clusters:2
5KVE,0.2353,18,4,clusters:2
4NNP,0.65,27,13,clusters:1
3Q3G,0.6857,18,12,clusters:1
3WXV,0.2439,25,5,clusters:1
4MWF,0.3704,15,5,clusters:2
3WIH,0.6207,16,9,clusters:2
3JWD,0.2609,8,3,clusters:2
5LQB,0.5294,18,9,clusters:1
4IJ3,0.5946,17,11,clusters:1
3SQO,0.2759,15,4,clusters:2
