4XMP,0.2903,23,9,0.0,9,0,32.782
4H8W,0.3784,18,7,0.0,14,0,40.3769
2ADF,0.5882,19,10,0.0,8,0,23.9924
1OB1,0.5714,8,6,0.0714,15,1,16.7581
5KVD,0.1429,8,2,0.2857,15,5,21.0553
4HCR,0.6154,19,12,0.0,9,0,60.3519
4D3C,0.0,15,0,0.381,10,4,29.0162
4AEI,0.069,14,1,0.5714,6,6,15.3795
2YBR,0.6154,13,8,0.0,7,0,17.649
4XNY,0.3043,12,7,0.0741,20,2,30.2283
5L0Q,0.3571,16,5,0.08,13,1,36.4801
2XRA,0.16,9,2,0.5294,18,9,16.3546
4LSU,0.3333,19,9,0.0,14,0,36.6731
4YK4,0.0,16,0,0.0,12,0,31.2547
4BZ1,0.0,9,0,0.5385,14,7,16.1994
4ZPT,0.5405,21,10,0.0,7,0,36.1301
4LEO,0.15,22,3,0.0,17,0,62.1356
4K2U,0.0,7,0,0.0,22,0,40.9228
3NFP,0.2222,12,3,0.0,12,0,30.0768
2CMR,0.45,23,9,0.0,4,0,44.5834
5F9W,0.2979,19,7,0.0,13,0,34.5705
4JZJ,0.0,17,0,0.0,13,0,36.6583
5FCU,0.129,11,2,0.5625,12,9,14.1818
4LVN,0.0,18,0,0.0,12,0,21.7423
5FHX,0.5833,13,7,0.0,11,0,31.7473
4J6R,0.2963,22,8,0.0,11,0,36.1934
2BDN,0.1379,12,2,0.0,9,0,20.0212
4HWB,0.1333,9,2,0.0541,16,1,27.7365
2XQY,0.0,22,0,0.0,13,0,17.2437
4DTG,0.0,4,0,0.303,16,5,14.6772
5F3H,0.0,7,0,0.375,17,6,39.3965
3W9E,0.6522,21,15,0.0,8,0,29.6481
3L5W,0.0,13,0,0.4,10,4,23.7678
2AEP,0.0,11,0,0.0476,21,1,28.9974
3V6O,0.0,11,0,0.3333,17,5,46.0521
4XWG,0.4103,22,8,0.0,10,0,28.4763
3NGB,0.0,15,0,0.1905,18,4,35.3306
1FSK,0.5455,17,9,0.0,10,0,26.3269
2ZCH,0.0,10,0,0.2353,18,4,20.8592
1XIW,0.0769,9,1,0.0,14,0,19.5425
3MXW,0.3448,8,5,0.2105,17,4,19.1212
5JQ6,0.3182,23,7,0.0,9,0,52.2514
4OGX,0.3404,15,8,0.0,14,0,25.2991
4Y5V,0.6316,16,12,0.0,13,0,37.1739
1FE8,0.2424,14,4,0.0,13,0,21.693
5DUM,0.0,12,0,0.0,15,0,22.6302
4HF5,0.0,4,0,0.0,28,0,47.0106
1MHP,0.6111,21,11,0.0,5,0,26.9142
4ZSO,0.0714,11,1,0.2857,18,5,36.5118
5CZX,0.0,11,0,0.4375,18,7,28.4833
4EDW,0.4,8,5,0.1818,16,3,28.549
4RGM,0.1481,10,2,0.1714,18,3,19.4668
4CMH,0.0,14,0,0.2,15,4,28.2844
2ARJ,0.0,14,0,0.0714,10,1,16.0217
4OII,0.0,18,0,0.2069,8,3,16.2043
1C08,0.0,12,0,0.3448,12,5,20.0136
4TSA,0.1818,9,2,0.24,12,3,20.561
1W72,0.2143,13,3,0.0,18,0,40.8636
3CVH,0.0,14,0,0.0,17,0,40.2757
5CBA,0.0,5,0,0.6207,15,9,20.0143
5KVG,0.0,10,0,0.0,13,0,27.6777
