4OT1,0.27,24,5,clusters:1_2
4FFY,0.42,23,10,clusters:1_2
4LF3,0.26,23,5,clusters:1_2
2J4W,0.6,18,9,clusters:1_2
4OII,0.13,26,3,clusters:1_2
2UZI,0.64,26,14,clusters:1_2
3MXW,0.57,25,13,clusters:1_2
5KVD,0.37,23,8,clusters:1_2
2JEL,0.7,22,13,clusters:1_2
5TZ2,0.37,24,7,clusters:1_2
1TPX,0.29,23,6,clusters:1_2
5EN2,0.26,25,6,clusters:1_2
1OAZ,0.33,25,7,clusters:1_2
1C08,0.2,24,4,clusters:1_2
4DN4,0.58,20,9,clusters:1_2
5FCU,0.47,23,10,clusters:1_2
5KVF,0.21,23,4,clusters:1_2
5IES,0.46,26,11,clusters:1_2
4ETQ,0.48,28,12,clusters:1_2
4DTG,0.22,20,4,clusters:1_2
4YUE,0.32,23,6,clusters:1_2
3RVV,0.14,28,3,clusters:1_2
4I77,0.33,23,7,clusters:1_2
5KVE,0.26,23,5,clusters:1_2
4BZ1,0.46,23,8,clusters:1_2
1NSN,0.42,25,9,clusters:1_2
1JHL,0.4,24,7,clusters:1_2
3KS0,0.55,23,9,clusters:1_2
4DGI,0.18,23,3,clusters:1_2
5DHV,0.59,21,10,clusters:1_2
3NH7,0.56,22,12,clusters:1_2
3PNW,0.33,20,6,clusters:1_2
2VXQ,0.47,23,9,clusters:1_2
5FB8,0.54,22,11,clusters:1_2
4TSA,0.29,21,5,clusters:1_2
3SKJ,0.19,27,4,clusters:1_2
3KR3,0.56,20,11,clusters:1_2
4EDW,0.44,24,9,clusters:1_2
