5K9K,100.0,16.67,0.0,38.89,0.0,44.44
4OKV,0.0,66.67,100.0,9.52,0.0,23.81
2W9E,66.67,30.43,0.0,52.17,33.33,17.39
4FFY,64.0,4.35,16.0,34.78,20.0,60.87
4OGX,100.0,0.0,0.0,65.52,0.0,34.48
4ZS7,45.0,44.0,0.0,52.0,55.0,4.0
4NZR,37.74,48.48,35.85,30.3,26.42,21.21
1ORS,100.0,23.08,0.0,46.15,0.0,30.77
4BZ2,63.16,43.48,36.84,39.13,0.0,17.39
4Z5R,71.43,24.0,0.0,52.0,28.57,24.0
4IRZ,88.0,43.24,0.0,16.22,12.0,40.54
4LU5,100.0,22.73,0.0,50.0,0.0,27.27
3GJF,0.0,64.52,100.0,12.9,0.0,22.58
4F37,100.0,37.5,0.0,33.33,0.0,29.17
1G9M,41.67,43.75,0.0,12.5,58.33,43.75
3VI3,0.0,70.59,100.0,0.0,0.0,29.41
4XWG,76.47,59.38,0.0,15.62,23.53,25.0
3VG9,100.0,0.0,0.0,59.38,0.0,40.62
1FNS,0.0,38.46,100.0,19.23,0.0,42.31
1FSK,75.0,11.11,25.0,48.15,0.0,40.74
2ARJ,0.0,83.33,66.67,16.67,33.33,0.0
5F9W,0.0,71.88,35.71,28.12,64.29,0.0
5JQ6,4.76,68.75,57.14,12.5,38.1,18.75
1EZV,0.0,67.86,100.0,0.0,0.0,32.14
1SY6,0.0,55.56,100.0,0.0,0.0,44.44
4FP8,100.0,46.67,0.0,36.67,0.0,16.67
5T5F,100.0,50.0,0.0,39.29,0.0,10.71
4LSU,48.57,36.36,0.0,63.64,51.43,0.0
2FD6,100.0,46.67,0.0,43.33,0.0,10.0
4YK4,100.0,3.57,0.0,57.14,0.0,39.29
4HJ0,35.29,43.48,41.18,34.78,23.53,21.74
5HYS,0.0,68.97,100.0,0.0,0.0,31.03
4IJ3,0.0,62.07,55.0,13.79,45.0,24.14
4I77,15.79,69.57,21.05,30.43,63.16,0.0
3Q1S,66.67,50.0,33.33,20.83,0.0,29.17
2J88,0.0,61.29,100.0,22.58,0.0,16.13
1OAZ,29.41,44.0,23.53,32.0,47.06,24.0
5TZT,0.0,72.0,25.0,28.0,75.0,0.0
3D85,94.12,28.0,0.0,24.0,5.88,48.0
4DN4,36.36,40.0,0.0,50.0,63.64,10.0
4Y5V,0.0,31.03,36.36,27.59,63.64,41.38
1HYS,100.0,40.0,0.0,28.57,0.0,31.43
4DGI,0.0,69.57,100.0,4.35,0.0,26.09
5TZ2,100.0,0.0,0.0,50.0,0.0,50.0
4OII,76.19,15.38,0.0,61.54,23.81,23.08
4TSA,53.85,57.14,23.08,23.81,23.08,19.05
1C08,52.94,33.33,0.0,54.17,47.06,12.5
4RGM,11.76,82.14,41.18,10.71,47.06,7.14
3THM,5.56,50.0,55.56,13.64,38.89,36.36
5KW9,100.0,16.67,0.0,50.0,0.0,33.33
4G6M,0.0,80.77,57.89,11.54,42.11,7.69
4QCI,42.86,45.83,57.14,29.17,0.0,25.0
4HKX,100.0,0.0,0.0,60.71,0.0,39.29
4JPK,32.0,73.08,68.0,0.0,0.0,26.92
3U2S,35.71,56.52,0.0,26.09,64.29,17.39
3HI1,13.04,65.62,73.91,9.38,13.04,25.0
3I50,100.0,64.52,0.0,19.35,0.0,16.13
3L5W,0.0,56.52,100.0,13.04,0.0,30.43
2AEP,23.81,53.12,0.0,43.75,76.19,3.12
3B9K,47.37,20.83,0.0,70.83,52.63,8.33
1V7M,0.0,56.0,100.0,4.0,0.0,40.0
2NYY,0.0,76.6,0.0,23.4,100.0,0.0
2EIZ,77.78,29.17,0.0,45.83,22.22,25.0
3KS0,100.0,21.74,0.0,43.48,0.0,34.78
4CNI,0.0,65.38,100.0,11.54,0.0,23.08
4HCR,100.0,46.43,0.0,21.43,0.0,32.14
2XQY,0.0,74.29,100.0,0.0,0.0,25.71
5F3B,100.0,48.0,0.0,20.0,0.0,32.0
5MES,0.0,52.0,83.33,36.0,16.67,12.0
5SX4,20.0,66.67,70.0,14.81,10.0,18.52
3MXW,42.86,48.0,57.14,0.0,0.0,52.0
2R29,18.75,73.91,81.25,0.0,0.0,26.09
1XIW,100.0,4.35,0.0,73.91,0.0,21.74
4LEO,100.0,35.9,0.0,51.28,0.0,12.82
1EGJ,9.09,50.0,63.64,33.33,27.27,16.67
5LQB,6.25,54.17,25.0,29.17,68.75,16.67
2NY7,30.43,77.42,69.57,12.9,0.0,9.68
5CBA,28.57,45.0,50.0,30.0,21.43,25.0
4EDW,11.76,70.83,52.94,25.0,35.29,4.17
4UV7,0.0,53.85,0.0,33.33,100.0,12.82
2ZCH,0.0,50.0,100.0,7.14,0.0,42.86
5KVF,6.67,52.17,40.0,8.7,53.33,39.13
