5K9K,73.91,26.09,0.0,100.0,0.0,100.0
4OKV,0.0,100.0,85.71,14.29,0.0,100.0
2W9E,58.82,41.18,0.0,100.0,55.56,44.44
4FFY,94.12,5.88,33.33,66.67,26.32,73.68
4OGX,100.0,0.0,0.0,100.0,0.0,100.0
4ZS7,45.0,55.0,0.0,100.0,91.67,8.33
4NZR,55.56,44.44,65.52,34.48,66.67,33.33
1ORS,62.5,37.5,0.0,100.0,0.0,100.0
4BZ2,54.55,45.45,43.75,56.25,0.0,100.0
4Z5R,71.43,28.57,0.0,100.0,50.0,50.0
4IRZ,57.89,42.11,0.0,100.0,16.67,83.33
4LU5,75.0,25.0,0.0,100.0,0.0,100.0
3GJF,0.0,100.0,77.78,22.22,0.0,100.0
4F37,50.0,50.0,0.0,100.0,0.0,100.0
1G9M,26.32,73.68,0.0,100.0,33.33,66.67
3VI3,0.0,100.0,100.0,0.0,0.0,100.0
4XWG,40.62,59.38,0.0,100.0,33.33,66.67
3VG9,100.0,0.0,0.0,100.0,0.0,100.0
1FNS,0.0,100.0,70.59,29.41,0.0,100.0
1FSK,80.0,20.0,23.53,76.47,0.0,100.0
2ARJ,0.0,100.0,75.0,25.0,100.0,0.0
5F9W,0.0,100.0,52.63,47.37,100.0,0.0
5JQ6,4.35,95.65,75.0,25.0,57.14,42.86
1EZV,0.0,100.0,100.0,0.0,0.0,100.0
1SY6,0.0,100.0,100.0,0.0,0.0,100.0
4FP8,57.58,42.42,0.0,100.0,0.0,100.0
5T5F,48.15,51.85,0.0,100.0,0.0,100.0
4LSU,58.62,41.38,0.0,100.0,100.0,0.0
2FD6,48.15,51.85,0.0,100.0,0.0,100.0
4YK4,92.31,7.69,0.0,100.0,0.0,100.0
4HJ0,37.5,62.5,46.67,53.33,44.44,55.56
5HYS,0.0,100.0,100.0,0.0,0.0,100.0
4IJ3,0.0,100.0,73.33,26.67,56.25,43.75
4I77,15.79,84.21,36.36,63.64,100.0,0.0
3Q1S,40.0,60.0,44.44,55.56,0.0,100.0
2J88,0.0,100.0,58.82,41.18,0.0,100.0
1OAZ,31.25,68.75,33.33,66.67,57.14,42.86
5TZT,0.0,100.0,22.22,77.78,100.0,0.0
3D85,69.57,30.43,0.0,100.0,7.69,92.31
4DN4,33.33,66.67,0.0,100.0,77.78,22.22
4Y5V,0.0,100.0,50.0,50.0,53.85,46.15
1HYS,39.13,60.87,0.0,100.0,0.0,100.0
4DGI,0.0,100.0,91.67,8.33,0.0,100.0
5TZ2,100.0,0.0,0.0,100.0,0.0,100.0
4OII,80.0,20.0,0.0,100.0,45.45,54.55
4TSA,36.84,63.16,37.5,62.5,42.86,57.14
1C08,52.94,47.06,0.0,100.0,72.73,27.27
4RGM,8.0,92.0,70.0,30.0,80.0,20.0
3THM,8.33,91.67,76.92,23.08,46.67,53.33
5KW9,77.27,22.73,0.0,100.0,0.0,100.0
4G6M,0.0,100.0,78.57,21.43,80.0,20.0
4QCI,35.29,64.71,53.33,46.67,0.0,100.0
4HKX,100.0,0.0,0.0,100.0,0.0,100.0
4JPK,29.63,70.37,100.0,0.0,0.0,100.0
3U2S,27.78,72.22,0.0,100.0,69.23,30.77
3HI1,12.5,87.5,85.0,15.0,27.27,72.73
3I50,35.48,64.52,0.0,100.0,0.0,100.0
3L5W,0.0,100.0,76.92,23.08,0.0,100.0
