4JZJ,30,14,16,0,0,0
4F37,24,15,9,0,0,0
1BGX,42,18,24,0,0,0
4QWW,35,18,17,0,0,0
2VXQ,23,14,9,0,0,0
4QCI,24,12,10,2,0,0
3LIZ,31,20,11,0,0,0
3LEV,27,20,7,0,0,0
3NH7,22,13,9,0,0,0
1OB1,23,16,7,0,0,0
5JQ6,32,31,1,0,0,0
1E6J,29,20,9,0,0,0
4EDW,24,15,7,2,0,0
4JR9,33,19,7,7,0,0
4CMH,29,12,17,0,0,0
4FQJ,31,22,9,0,0,0
4F2M,26,15,11,0,0,0
1WEJ,24,14,10,0,0,0
1ORS,26,13,6,7,0,0
5FHX,24,11,13,0,0,0
1AR1,30,17,13,0,0,0
5MES,25,14,11,0,0,0
4JLR,23,16,7,0,0,0
3KR3,20,6,9,5,0,0
1EZV,28,16,8,4,0,0
3VG9,32,9,23,0,0,0
3GI8,33,26,7,0,0,0
