,sppider_fpr,sppider_tpr,ispred_fpr,ispred_tpr,dockpred_fpr,dockpred_tpr,logisticregresion_fpr,logisticregresion_tpr,linearregression_fpr,linearregression_tpr,randomforest_fpr,randomforest_tpr,xgboost_fpr,xgboost_tpr
0,1.0,0.07661038148843027,1.0,0.07661038148843027,1.0,0.07661038148843027,1.0,0.07661038148843027,1.0,0.07661038148843027,1.0,0.07661038148843027,1.0,0.07661038148843027
1,0.936734693877551,0.09544603867747972,0.8346938775510204,0.09770664118490205,0.9530612244897959,0.08557815649624335,0.9979591836734694,0.08122923588039867,0.9979591836734694,0.08122923588039867,1.0,0.0768868664679115,0.9979591836734694,0.08229552339279704
2,0.9346938775510204,0.09525790349417637,0.8346938775510204,0.09777671527611762,0.9530612244897959,0.08560953253895509,0.9979591836734694,0.08125623130608176,0.9979591836734694,0.08125623130608176,1.0,0.07740916271721959,0.9979591836734694,0.08327656675749319
3,0.9346938775510204,0.0952777199916788,0.8346938775510204,0.09789372905696506,0.9530612244897959,0.08568807339449541,0.9979591836734694,0.08132379843672044,0.9979591836734694,0.08132379843672044,1.0,0.07776543405808602,0.9979591836734694,0.08399175541051185
4,0.9346938775510204,0.09529754473574699,0.8346938775510204,0.09798754192620987,0.9530612244897959,0.08579827301120706,0.9979591836734694,0.08140502746795406,0.9979591836734694,0.08140502746795406,1.0,0.07780247697681804,0.9918367346938776,0.08489082969432314
5,0.9346938775510204,0.09533721898417985,0.8346938775510204,0.09803451581975071,0.9530612244897959,0.08589295567408498,0.9979591836734694,0.08147284238587138,0.9979591836734694,0.08147284238587138,1.0,0.0778271918678526,0.9918367346938776,0.08508403361344538
6,0.9346938775510204,0.09535706849885488,0.8346938775510204,0.09810506116574719,0.9530612244897959,0.08605122535470794,0.9979591836734694,0.0815135855975996,0.9979591836734694,0.08155436957971982,1.0,0.07922392886014551,0.9897959183673469,0.08546255506607929
7,0.9346938775510204,0.09537692628071637,0.8346938775510204,0.09815214782817375,0.9530612244897959,0.08608294930875576,0.9979591836734694,0.08159519439345904,0.9979591836734694,0.08156797331109257,0.9979591836734694,0.08417972112239629,0.9897959183673469,0.08599290780141844
8,0.9346938775510204,0.09539679233493022,0.8346938775510204,0.09834094734311133,0.9530612244897959,0.08616236162361623,0.9979591836734694,0.08160881174899866,0.9979591836734694,0.08163606010016694,0.9979591836734694,0.08423772609819122,0.9897959183673469,0.08620689655172414
9,0.9346938775510204,0.09541666666666666,0.8346938775510204,0.09838826076497474,0.9530612244897959,0.08624192059095107,0.9979591836734694,0.08167696676131618,0.9979591836734694,0.08167696676131618,0.9979591836734694,0.08426675857315181,0.9897959183673469,0.08767172812725958
10,0.9346938775510204,0.09543654928110024,0.8346938775510204,0.09841193455245428,0.9530612244897959,0.08636952099130757,0.9979591836734694,0.08174523570712136,0.9979591836734694,0.08174523570712136,0.9877551020408163,0.08683171869393613,0.9877551020408163,0.08761766835626358
11,0.9346938775510204,0.09545644018340975,0.8346938775510204,0.09843561973525873,0.9530612244897959,0.0864334628909865,0.9979591836734694,0.08185470371610311,0.9979591836734694,0.08185470371610311,0.9877551020408163,0.08684729947963395,0.9877551020408163,0.08771293947082276
12,0.9346938775510204,0.09549624687239366,0.8346938775510204,0.09855421686746987,0.9530612244897959,0.08651352352723231,0.9979591836734694,0.0818821165438714,0.9979591836734694,0.0818821165438714,0.9877551020408163,0.08760180995475113,0.9877551020408163,0.08776065276518585
13,0.9346938775510204,0.09551616266944735,0.8346938775510204,0.09864930053063194,0.9530612244897959,0.08683525474153961,0.9979591836734694,0.08195072900955254,0.9979591836734694,0.08195072900955254,0.9877551020408163,0.08782435129740519,0.9877551020408163,0.08798400290856208
14,0.9346938775510204,0.09557595993322204,0.8346938775510204,0.0987207337678011,0.9530612244897959,0.08688372093023256,0.9979591836734694,0.08217106368677533,0.9979591836734694,0.08217106368677533,0.9877551020408163,0.08798400290856208,0.9877551020408163,0.08817635270541083
15,0.9346938775510204,0.09561586638830898,0.8346938775510204,0.09876841342670853,0.9510204081632653,0.0867622416682182,0.9979591836734694,0.08221250840618695,0.9979591836734694,0.08221250840618695,0.9877551020408163,0.08832116788321168,0.9877551020408163,0.08832116788321168
16,0.9346938775510204,0.09567578859410905,0.8346938775510204,0.09881613916404929,0.9510204081632653,0.08679456137083255,0.9979591836734694,0.08225399495374264,0.9979591836734694,0.08225399495374264,0.9877551020408163,0.08840182648401826,0.9877551020408163,0.08833728782624567
17,0.9346938775510204,0.09569577935645633,0.8346938775510204,0.09905546137079196,0.9510204081632653,0.08687546607009694,0.9979591836734694,0.0822678331090175,0.9979591836734694,0.0822678331090175,0.9877551020408163,0.08849881148290364,0.9877551020408163,0.08933185677371724
18,0.9346938775510204,0.09571577847439916,0.8346938775510204,0.09915151515151516,0.9510204081632653,0.08690787019768743,0.9979591836734694,0.0823370937868328,0.9979591836734694,0.0823370937868328,0.9816326530612245,0.0884028671200147,0.9877551020408163,0.08943089430894309
19,0.9346938775510204,0.09573578595317726,0.8346938775510204,0.09924775539917496,0.9510204081632653,0.08692408132811043,0.9979591836734694,0.0823509599191647,0.9979591836734694,0.0823509599191647,0.9816326530612245,0.08909057232820893,0.9877551020408163,0.08944742191831455
20,0.9326530612244898,0.09556670849017147,0.8346938775510204,0.0993200582807188,0.9510204081632653,0.08698898637296995,0.9979591836734694,0.08236483072258717,0.9979591836734694,0.08236483072258717,0.9816326530612245,0.08918969033932876,0.9877551020408163,0.08948049547051211
21,0.9326530612244898,0.09560669456066946,0.8326530612244898,0.09919766593727207,0.9510204081632653,0.08723324597529016,0.9979591836734694,0.08243425488873904,0.9979591836734694,0.08242036069442103,0.9816326530612245,0.08942182561814464,0.9877551020408163,0.08954671600370027
22,0.9326530612244898,0.09562670014647416,0.8326530612244898,0.09927007299270073,0.9510204081632653,0.08726591760299625,0.9979591836734694,0.08248987854251012,0.9979591836734694,0.08262926664413653,0.9816326530612245,0.08947172619047619,0.9857142857142858,0.08994413407821229
23,0.9326530612244898,0.09564671410632064,0.8326530612244898,0.09929423217327817,0.9510204081632653,0.08728226259599176,0.9979591836734694,0.08269913749365804,0.9979591836734694,0.08265720081135902,0.9816326530612245,0.08953834698436336,0.9857142857142858,0.08996088657105607
24,0.9326530612244898,0.09568676716917923,0.8326530612244898,0.09931840311587146,0.9510204081632653,0.08729861371300113,0.9979591836734694,0.08272711893080698,0.9979591836734694,0.08267117497886729,0.9816326530612245,0.08972206677858609,0.9857142857142858,0.08999441028507546
25,0.9326530612244898,0.09574690970039808,0.8285714285714286,0.09897610921501707,0.9510204081632653,0.08731497095746674,0.9979591836734694,0.08274111675126904,0.9979591836734694,0.08274111675126904,0.9795918367346939,0.08956894943086396,0.9857142857142858,0.09004474272930649
26,0.9326530612244898,0.09576697401508802,0.8285714285714286,0.09900024384296513,0.9510204081632653,0.0874296435272045,0.9979591836734694,0.08275511930952784,0.9979591836734694,0.08275511930952784,0.9795918367346939,0.08960238939705059,0.9857142857142858,0.09006153272422152
27,0.9326530612244898,0.09580712788259958,0.8285714285714286,0.09902439024390244,0.9510204081632653,0.08746246246246246,0.9979591836734694,0.08276912660798917,0.9979591836734694,0.08276912660798917,0.9795918367346939,0.08965259618976466,0.9857142857142858,0.09007832898172324
28,0.9326530612244898,0.09584731543624161,0.826530612244898,0.09897360703812316,0.9489795918367347,0.08734034560480841,0.9979591836734694,0.08286731062531774,0.9979591836734694,0.08286731062531774,0.9775510204081632,0.08975079632752482,0.9857142857142858,0.09009513150531617
29,0.9326530612244898,0.09586742185861129,0.826530612244898,0.09911894273127753,0.9489795918367347,0.08735675371031373,0.9979591836734694,0.08289540600101712,0.9979591836734694,0.08289540600101712,0.9775510204081632,0.08978444236176195,0.9857142857142858,0.09011194029850746
30,0.9326530612244898,0.09590766002098636,0.826530612244898,0.09914320685434516,0.9489795918367347,0.08738958842322872,0.9979591836734694,0.08292352043411905,0.9979591836734694,0.08292352043411905,0.9775510204081632,0.08980127484064492,0.9857142857142858,0.09014557670772676
31,0.9306122448979591,0.09573798026453915,0.826530612244898,0.09916748285994123,0.9489795918367347,0.0874224478285392,0.9979591836734694,0.08293758480325644,0.9979591836734694,0.08293758480325644,0.9775510204081632,0.08983495873968492,0.9857142857142858,0.09016240433078215
32,0.9306122448979591,0.09575808483830324,0.826530612244898,0.09921607055365017,0.9489795918367347,0.08752117447769622,0.9979591836734694,0.0829657278588395,0.9979591836734694,0.0829657278588395,0.9775510204081632,0.09061672342035566,0.9857142857142858,0.09017923823749066
33,0.9306122448979591,0.09577819785759294,0.826530612244898,0.09931338891613536,0.9489795918367347,0.08755413293165129,0.9979591836734694,0.0829938900203666,0.9979591836734694,0.0829938900203666,0.9775510204081632,0.09108195474424796,0.9857142857142858,0.09019607843137255
34,0.9306122448979591,0.0957983193277311,0.826530612244898,0.09938650306748466,0.9489795918367347,0.08758711621774345,0.9979591836734694,0.08302207130730051,0.9979591836734694,0.08302207130730051,0.9775510204081632,0.09113394216133942,0.9857142857142858,0.09021292491595069
35,0.9306122448979591,0.09583858764186633,0.826530612244898,0.09941089837997054,0.9489795918367347,0.08760361718161266,0.9979591836734694,0.08303616912888435,0.9979591836734694,0.08303616912888435,0.9755102040816327,0.09165867689357622,0.9857142857142858,0.09109769898151641
36,0.9306122448979591,0.09585873449653143,0.8244897959183674,0.09921414538310412,0.9489795918367347,0.08762012436404748,0.9979591836734694,0.08306437914047902,0.9979591836734694,0.08305027173913043,0.9755102040816327,0.09174664107485604,0.9857142857142858,0.09111488398415393
37,0.9306122448979591,0.09589905362776026,0.8244897959183674,0.09931170108161258,0.9469387755102041,0.08744817188088956,0.9979591836734694,0.08307849133537207,0.9979591836734694,0.08307849133537207,0.9755102040816327,0.09179950067217207,0.9857142857142858,0.09113207547169812
38,0.9306122448979591,0.09591922591501893,0.8244897959183674,0.09943391582574453,0.9469387755102041,0.08748114630467571,0.9979591836734694,0.08309260832625319,0.9979591836734694,0.08309260832625319,0.9755102040816327,0.09187007495675571,0.9857142857142858,0.09114927344782034
39,0.9306122448979591,0.09593940669051125,0.8244897959183674,0.09945839487936976,0.9469387755102041,0.08753065459347292,0.9979591836734694,0.08313498809928596,0.9979591836734694,0.08313498809928596,0.9755102040816327,0.09201154956689124,0.9857142857142858,0.0911664779161948
40,0.9244897959183673,0.09563014566181127,0.8244897959183674,0.09953190440995319,0.9469387755102041,0.08756369126250235,0.9979591836734694,0.08317741112434088,0.9979591836734694,0.08317741112434088,0.9755102040816327,0.09202926453600307,0.9857142857142858,0.0911836888804984
41,0.9244897959183673,0.09569074778200254,0.8244897959183674,0.09958097116095638,0.9469387755102041,0.08758021895054738,0.9979591836734694,0.08320571720265442,0.9979591836734694,0.08320571720265442,0.9755102040816327,0.0920469863277489,0.9857142857142858,0.09120090634441087
42,0.9244897959183673,0.095710965560955,0.8244897959183674,0.09960552268244575,0.9469387755102041,0.08761329305135952,0.9979591836734694,0.08321987746766508,0.9979591836734694,0.08321987746766508,0.9755102040816327,0.09229581000193088,0.9857142857142858,0.09123536078579524
43,0.9244897959183673,0.09573119188503804,0.8244897959183674,0.0996792499383173,0.9448979591836735,0.0874409820585458,0.9979591836734694,0.08324821246169561,0.9979591836734694,0.08324821246169561,0.9755102040816327,0.09233146610005795,0.9857142857142858,0.09125259777064047
44,0.9244897959183673,0.09575142675967026,0.8244897959183674,0.09975308641975308,0.9448979591836735,0.08747402229359531,0.9959183673469387,0.08309211646517964,0.9959183673469387,0.08309211646517964,0.9755102040816327,0.09242072699149265,0.9857142857142858,0.09126984126984126
