5K9K,0.0,86.11,100.0,13.89,39.074
4FFY,76.0,60.87,24.0,39.13,22.3649
1FE8,100.0,61.54,0.0,38.46,25.9601
3NFP,100.0,56.67,0.0,43.33,26.9309
5A3I,100.0,30.56,0.0,69.44,46.9
4ETQ,100.0,39.29,0.0,60.71,23.9845
5KJR,100.0,68.75,0.0,31.25,33.3317
4CMH,100.0,33.33,0.0,66.67,33.5537
4XWG,100.0,66.67,0.0,33.33,26.3295
3GI8,0.0,100.0,100.0,0.0,26.2622
4DN4,100.0,28.57,0.0,71.43,19.3535
4PP1,0.0,100.0,100.0,0.0,23.7014
4OT1,61.54,91.67,38.46,8.33,16.6013
5JQ6,19.05,96.88,80.95,3.12,18.6649
1A14,100.0,71.88,0.0,28.12,29.7829
3T2N,100.0,81.25,0.0,18.75,39.4359
3EOA,100.0,40.74,0.0,59.26,26.944
5D8J,100.0,84.62,0.0,15.38,27.9985
5F3B,100.0,33.33,0.0,66.67,55.2874
4JPK,32.0,96.15,68.0,3.85,22.1511
4AEI,6.67,75.0,93.33,25.0,12.7841
2DD8,100.0,80.43,0.0,19.57,111.2616
4GMS,100.0,61.11,0.0,38.89,46.2689
3IU3,100.0,56.67,0.0,43.33,27.9358
3NH7,61.9,41.67,38.1,58.33,23.2861
4BZ2,38.89,78.26,61.11,21.74,14.1532
5I9Q,100.0,18.75,0.0,81.25,33.3787
4FP8,0.0,88.89,100.0,11.11,53.4794
1BVK,100.0,75.0,0.0,25.0,23.7573
4YDK,100.0,34.38,0.0,65.62,31.4678
2Q8A,100.0,48.39,0.0,51.61,36.113
5TZU,100.0,70.83,0.0,29.17,52.3453
4KI5,100.0,45.65,0.0,54.35,48.2619
4H8W,100.0,68.75,0.0,31.25,32.6628
1FSK,6.25,96.3,93.75,3.7,19.4812
1MHP,83.33,57.69,16.67,42.31,15.3121
4RWY,100.0,28.12,0.0,71.88,27.4583
4LQF,0.0,86.36,100.0,13.64,19.9822
4K94,100.0,67.57,0.0,32.43,72.1642
3RKD,100.0,66.67,0.0,33.33,27.7596
5SY8,58.33,56.0,41.67,44.0,14.023
3PNW,100.0,86.36,0.0,13.64,22.2472
3ZKM,100.0,71.88,0.0,28.12,32.5105
5D70,60.0,62.5,40.0,37.5,11.7885
5CZX,100.0,51.72,0.0,48.28,30.0066
2OZ4,100.0,35.48,0.0,64.52,81.2374
5H35,9.52,74.07,90.48,25.93,24.9981
5CBA,78.57,40.91,21.43,59.09,14.4958
4M62,66.67,68.0,33.33,32.0,16.2016
