3GJF,100.0,70.59,0.0,29.41,45.8781
5B3J,0.0,84.38,100.0,15.62,44.9889
4RWY,50.0,93.75,50.0,6.25,24.9248
3HI6,100.0,33.33,0.0,66.67,29.2115
1ORS,0.0,59.26,100.0,40.74,32.5427
4ETQ,31.82,75.0,68.18,25.0,21.7428
4LQF,0.0,81.82,100.0,18.18,21.0706
4HC1,100.0,37.93,0.0,62.07,51.3784
3T2N,5.0,75.0,95.0,25.0,17.1336
5CBA,100.0,59.09,0.0,40.91,21.5593
1EGJ,100.0,79.17,0.0,20.83,22.0269
4KUC,100.0,51.72,0.0,48.28,36.6925
3ZKM,26.09,75.0,73.91,25.0,16.5791
2R29,100.0,64.71,0.0,35.29,94.0335
2DD8,100.0,67.39,0.0,32.61,99.9977
4U6V,100.0,45.16,0.0,54.84,37.0679
4Y5V,36.36,42.86,63.64,57.14,22.1974
1E6J,0.0,76.67,100.0,23.33,48.9383
4I77,36.84,45.83,63.16,54.17,18.7961
1H0D,0.0,62.5,100.0,37.5,16.6859
4LSU,100.0,50.0,0.0,50.0,33.1842
2EIZ,94.44,33.33,5.56,66.67,19.4297
5C0N,100.0,53.85,0.0,46.15,28.246
5MVZ,0.0,96.15,100.0,3.85,17.949
3SE9,100.0,50.0,0.0,50.0,32.7131
3Q3G,23.53,42.31,76.47,57.69,18.786
1A14,100.0,40.62,0.0,59.38,26.9798
5KVE,6.25,64.0,93.75,36.0,15.5558
5C7X,43.48,54.17,56.52,45.83,15.5483
3WKM,75.0,77.78,25.0,22.22,29.3958
3LIZ,0.0,90.32,100.0,9.68,31.6708
2BDN,64.71,42.86,35.29,57.14,16.9797
4FP8,100.0,72.22,0.0,27.78,68.7355
4OII,23.81,96.15,76.19,3.85,19.9491
4CMH,100.0,46.67,0.0,53.33,33.5355
4YPG,17.39,73.08,82.61,26.92,18.1404
3CVH,100.0,63.16,0.0,36.84,45.4755
5TZT,75.0,54.17,25.0,45.83,39.2397
1FBI,66.67,70.83,33.33,29.17,23.9049
3U9P,100.0,53.85,0.0,46.15,22.5653
4XAK,100.0,82.14,0.0,17.86,39.4728
4NNP,100.0,46.67,0.0,53.33,28.4335
4AL8,100.0,82.86,0.0,17.14,75.9022
4D3C,0.0,66.67,100.0,33.33,28.3993
4RGM,100.0,55.17,0.0,44.83,20.1517
1JHL,100.0,87.5,0.0,12.5,27.3677
3GI8,100.0,63.64,0.0,36.36,32.9352
3PNW,0.0,50.0,100.0,50.0,29.744
1IQD,100.0,65.38,0.0,34.62,29.5811
4ZS7,60.0,57.69,40.0,42.31,19.7526
4YDJ,100.0,50.0,0.0,50.0,32.3363
5TZ2,100.0,62.5,0.0,37.5,43.7158
4UTA,100.0,70.59,0.0,29.41,95.1131
4M62,100.0,68.0,0.0,32.0,19.0755
5KVF,6.67,52.0,93.33,48.0,16.8246
1OB1,76.92,52.17,23.08,47.83,15.6942
3PGF,0.0,81.58,100.0,18.42,60.2182
2UZI,0.0,69.23,100.0,30.77,26.2354
5IKC,0.0,79.17,100.0,20.83,33.5558
4IJ3,100.0,41.38,0.0,58.62,36.869
4DGI,0.0,66.67,100.0,33.33,29.2471
3LEV,100.0,51.85,0.0,48.15,21.57
5KJR,100.0,46.88,0.0,53.12,33.9686
5CZX,0.0,79.31,100.0,20.69,26.2965
3LD8,100.0,62.5,0.0,37.5,43.1007
4O58,0.0,69.44,100.0,30.56,48.8143
2J4W,0.0,90.91,100.0,9.09,57.2068
4YK4,100.0,46.43,0.0,53.57,30.853
1TPX,0.0,37.04,100.0,62.96,29.9823
4Y5Y,100.0,89.29,0.0,10.71,42.1054
3RKD,0.0,52.78,100.0,47.22,57.8364
4KI5,100.0,78.26,0.0,21.74,76.9791
4LEO,0.0,68.42,100.0,31.58,54.8971
3NFP,100.0,46.67,0.0,53.33,30.5885
2FD6,100.0,64.52,0.0,35.48,32.7104
5L6Y,100.0,41.67,0.0,58.33,24.6778
1AHW,100.0,34.48,0.0,65.52,44.045
5F3H,0.0,96.97,100.0,3.03,41.9891
1MHP,83.33,46.15,16.67,53.85,14.7319
1ZTX,100.0,45.83,0.0,54.17,21.8399
2NYY,0.0,63.83,100.0,36.17,60.2804
4LU5,0.0,81.82,100.0,18.18,21.004
3EOA,100.0,33.33,0.0,66.67,25.5762
5JQ6,66.67,37.5,33.33,62.5,22.919
5HYS,0.0,75.86,100.0,24.14,36.0243
4K2U,0.0,86.84,100.0,13.16,48.7257
2OZ4,100.0,64.52,0.0,35.48,67.7429
1BQL,0.0,70.83,100.0,29.17,26.2751
1UJ3,100.0,34.48,0.0,65.52,44.2101
2JEL,6.67,57.14,93.33,42.86,17.0836
2QQN,100.0,46.88,0.0,53.12,40.225
1A2Y,100.0,66.67,0.0,33.33,26.7197
4HF5,0.0,97.22,100.0,2.78,64.2921
4F15,100.0,80.56,0.0,19.44,59.152
5I9Q,100.0,46.88,0.0,53.12,35.6215
3KS0,0.0,100.0,100.0,0.0,49.6107
5KW9,100.0,43.33,0.0,56.67,35.3721
4G6M,100.0,30.77,0.0,69.23,19.9197
1NCA,100.0,53.12,0.0,46.88,26.1981
1FSK,87.5,51.85,12.5,48.15,20.0455
3NGB,100.0,50.0,0.0,50.0,33.5478
5F3B,0.0,96.97,100.0,3.03,41.9891
5TZU,100.0,62.5,0.0,37.5,40.6087
3HMX,0.0,75.0,100.0,25.0,56.1167
1RJL,0.0,88.46,100.0,11.54,25.8543
2Q8A,0.0,74.19,100.0,25.81,33.1632
1LK3,58.82,53.85,41.18,46.15,38.6665
3I50,0.0,70.59,100.0,29.41,73.6543
4AEI,93.33,40.0,6.67,60.0,13.3233
3MXW,100.0,34.62,0.0,65.38,31.3551
3IU3,100.0,46.67,0.0,53.33,31.6453
4OGX,100.0,55.17,0.0,44.83,25.0263
5HDQ,0.0,70.0,100.0,30.0,29.446
1WEJ,100.0,54.17,0.0,45.83,18.2649
5KVD,5.0,68.0,95.0,32.0,19.0605
1EO8,0.0,47.22,100.0,52.78,49.1778
5LQB,23.08,62.5,76.92,37.5,17.8028
5K9K,0.0,72.22,100.0,27.78,55.4963
4K94,100.0,81.08,0.0,18.92,123.5869
1HYS,100.0,76.32,0.0,23.68,44.8662
3KR3,89.47,80.95,10.53,19.05,20.5336
5SY8,100.0,60.0,0.0,40.0,17.2791
4GMS,0.0,69.44,100.0,30.56,49.7301
4L5F,100.0,39.13,0.0,60.87,25.8145
5A3I,100.0,58.33,0.0,41.67,48.7908
5L0Q,100.0,80.77,0.0,19.23,47.4519
4BZ1,100.0,43.48,0.0,56.52,13.7476
3L5W,100.0,41.67,0.0,58.33,25.473
5JHL,100.0,26.47,0.0,73.53,91.7218
5FB8,0.0,88.0,100.0,12.0,31.2174
4PP1,0.0,96.43,100.0,3.57,24.3418
4JPW,100.0,53.12,0.0,46.88,34.8743
1BVK,100.0,66.67,0.0,33.33,26.7546
5BV7,100.0,45.45,0.0,54.55,31.6725
4ZSO,94.12,79.31,5.88,20.69,33.4027
1MLC,100.0,33.33,0.0,66.67,26.5005
2YPV,78.95,32.26,21.05,67.74,24.9807
4HKX,100.0,46.43,0.0,53.57,31.4948
2YBR,23.08,55.0,76.92,45.0,13.4783
5F9O,100.0,50.0,0.0,50.0,32.1773
4TSA,100.0,66.67,0.0,33.33,24.3837
5FHX,100.0,41.67,0.0,58.33,24.7208
3WIH,0.0,51.72,100.0,48.28,68.1592
3NH7,100.0,62.5,0.0,37.5,38.7417
4H8W,100.0,46.88,0.0,53.12,32.9998
5FCU,100.0,46.88,0.0,53.12,35.4999
4JR9,0.0,72.73,100.0,27.27,32.9194
4XWG,100.0,54.55,0.0,45.45,29.7317
4Z5R,23.81,57.69,76.19,42.31,15.6962
5DHV,69.23,76.19,30.77,23.81,12.801
3RVV,100.0,35.71,0.0,64.29,19.229
1JPS,100.0,34.48,0.0,65.52,44.0458
4QTI,0.0,58.06,100.0,41.94,33.564
1C08,94.12,33.33,5.88,66.67,19.2802
4HCR,100.0,67.86,0.0,32.14,50.3124
5H35,100.0,74.07,0.0,25.93,31.5563
4BZ2,50.0,26.09,50.0,73.91,13.6756
4O9H,100.0,57.69,0.0,42.31,28.0866
5D70,100.0,62.5,0.0,37.5,19.6851
2ADF,53.33,69.23,46.67,30.77,18.2165
3U7Y,80.0,50.0,20.0,50.0,28.5309
5E8E,100.0,48.65,0.0,51.35,74.672
4PP2,0.0,85.71,100.0,14.29,20.5698
5D93,47.37,66.67,52.63,33.33,40.3223
5D8J,100.0,53.85,0.0,46.15,29.3355
5DUM,0.0,96.43,100.0,3.57,24.4858
5UGY,100.0,46.43,0.0,53.57,31.2249
5T5F,100.0,67.74,0.0,32.26,38.4024
4DN4,100.0,38.1,0.0,61.9,22.2256
3VG9,100.0,46.88,0.0,53.12,38.6942
4ZPT,81.25,50.0,18.75,50.0,18.5961
4JPK,32.0,96.15,68.0,3.85,22.017
4FFY,84.0,60.87,16.0,39.13,21.7509
3BGF,100.0,67.39,0.0,32.61,99.3188
5DUR,75.0,67.86,25.0,32.14,21.0528
2R56,0.0,80.77,100.0,19.23,20.5006
2VXQ,46.67,34.78,53.33,65.22,12.7138
3L5X,100.0,41.67,0.0,58.33,25.473
1NSN,27.78,92.0,72.22,8.0,17.3207
1QFU,100.0,52.78,0.0,47.22,48.1614
5E94,0.0,80.0,100.0,20.0,48.5121
4DTG,82.35,61.9,17.65,38.1,13.0858
4OT1,38.46,50.0,61.54,50.0,15.1687
4YDK,100.0,50.0,0.0,50.0,32.688
5F9W,100.0,50.0,0.0,50.0,31.6152
1FE8,100.0,76.92,0.0,23.08,26.1835
4U0R,100.0,50.0,0.0,50.0,62.3116
2J88,0.0,67.74,100.0,32.26,39.2429
4CNI,0.0,57.69,100.0,42.31,26.1768
1FNS,0.0,66.67,100.0,33.33,36.8301
5KVG,0.0,88.0,100.0,12.0,24.4587
4G6J,28.57,69.23,71.43,30.77,19.2735
5MES,100.0,64.0,0.0,36.0,26.0127
5GGT,100.0,58.33,0.0,41.67,34.6248
5F96,100.0,50.0,0.0,50.0,32.4122
