5E94,100.0,45.71,0.0,54.29,41.4374
4U6V,100.0,51.61,0.0,48.39,43.8882
4JPK,32.0,76.92,68.0,23.08,24.2911
4U0R,100.0,53.12,0.0,46.88,51.7411
3CVH,100.0,56.25,0.0,43.75,46.9486
3NFP,100.0,60.0,0.0,40.0,36.9951
4AL8,100.0,82.86,0.0,17.14,64.0722
2J88,100.0,61.29,0.0,38.71,40.6305
5FB8,100.0,68.0,0.0,32.0,40.4555
4HF5,100.0,52.78,0.0,47.22,73.2484
1MHP,100.0,61.54,0.0,38.46,29.9026
2OZ4,0.0,80.65,100.0,19.35,53.9965
1EGJ,9.09,66.67,90.91,33.33,29.7605
3ZKM,100.0,53.12,0.0,46.88,30.5685
3KR3,52.63,80.95,47.37,19.05,13.106
2YPV,100.0,41.94,0.0,58.06,27.1808
3WKM,75.0,44.44,25.0,55.56,30.6494
5FCU,0.0,53.12,100.0,46.88,31.5105
5DHV,100.0,85.71,0.0,14.29,29.9658
4FFY,80.0,30.43,20.0,69.57,15.3823
5KW9,100.0,33.33,0.0,66.67,29.5214
5JQ6,100.0,81.25,0.0,18.75,40.51
4H8W,0.0,53.12,100.0,46.88,30.2866
4G6M,0.0,84.62,100.0,15.38,18.1127
1JHL,100.0,83.33,0.0,16.67,24.9866
4IJ3,20.0,51.72,80.0,48.28,23.8717
4K94,100.0,37.84,0.0,62.16,84.99
1HYS,100.0,71.05,0.0,28.95,49.6263
5KVG,100.0,40.0,0.0,60.0,27.4333
3GI8,0.0,54.55,100.0,45.45,32.4819
4O58,100.0,66.67,0.0,33.33,75.8793
5TZT,100.0,70.83,0.0,29.17,39.3922
4YK4,100.0,53.57,0.0,46.43,35.9146
3LEV,100.0,62.96,0.0,37.04,17.8428
5BV7,100.0,60.61,0.0,39.39,26.9794
5H35,100.0,51.85,0.0,48.15,27.7432
5T5F,0.0,77.42,100.0,22.58,38.9243
1C08,82.35,50.0,17.65,50.0,19.0407
5KJR,0.0,53.12,100.0,46.88,30.4435
4K2U,0.0,50.0,100.0,50.0,63.9775
4KI5,0.0,82.61,100.0,17.39,41.5232
5L6Y,9.09,66.67,90.91,33.33,18.0614
4RWY,65.62,84.38,34.38,15.62,27.6411
5IKC,100.0,62.5,0.0,37.5,37.0483
5K9K,0.0,80.56,100.0,19.44,44.4493
4BZ1,100.0,69.57,0.0,30.43,21.4831
4Y5V,36.36,53.57,63.64,46.43,20.1961
3L5W,0.0,54.17,100.0,45.83,17.6646
5F3B,0.0,69.7,100.0,30.3,37.9353
1MLC,100.0,50.0,0.0,50.0,22.5522
4HKX,100.0,53.57,0.0,46.43,35.5291
2J4W,0.0,72.73,100.0,27.27,52.9864
3SE9,0.0,71.88,100.0,28.12,29.4757
5C0N,100.0,73.08,0.0,26.92,24.1185
5DUR,75.0,53.57,25.0,46.43,24.982
4YDK,100.0,59.38,0.0,40.62,30.5414
4NNP,0.0,50.0,100.0,50.0,36.4368
5KVD,100.0,64.0,0.0,36.0,24.2102
1NSN,38.89,56.0,61.11,44.0,16.7718
3U7Y,40.0,87.5,60.0,12.5,24.7292
3NGB,25.0,87.5,75.0,12.5,29.947
5MES,100.0,64.0,0.0,36.0,24.1124
3U9P,100.0,61.54,0.0,38.46,24.2863
3T2N,0.0,68.75,100.0,31.25,28.3272
1A14,100.0,75.0,0.0,25.0,31.0875
1FNS,100.0,59.26,0.0,40.74,34.3315
2JEL,6.67,52.38,93.33,47.62,16.3781
1EO8,100.0,80.56,0.0,19.44,56.4063
3MXW,71.43,69.23,28.57,30.77,16.6703
4CMH,100.0,63.33,0.0,36.67,32.9989
3IU3,95.0,60.0,5.0,40.0,34.6062
3HI6,100.0,59.26,0.0,40.74,28.9782
5CZX,100.0,72.41,0.0,27.59,28.5446
2QQN,0.0,78.12,100.0,21.88,43.0213
3LD8,100.0,46.88,0.0,53.12,30.7574
4BZ2,100.0,69.57,0.0,30.43,21.5842
4QTI,100.0,67.74,0.0,32.26,32.317
3RKD,0.0,36.11,100.0,63.89,57.5353
2UZI,83.33,80.77,16.67,19.23,17.4505
3VG9,100.0,68.75,0.0,31.25,34.2142
4HC1,0.0,96.55,100.0,3.45,47.9929
1RJL,100.0,73.08,0.0,26.92,32.1639
2EIZ,77.78,50.0,22.22,50.0,18.9282
1E6J,0.0,50.0,100.0,50.0,52.6946
1BQL,0.0,95.83,100.0,4.17,23.064
3RVV,60.0,53.57,40.0,46.43,16.3967
4LQF,0.0,72.73,100.0,27.27,20.6614
2R56,100.0,38.46,0.0,61.54,22.8411
5FHX,100.0,50.0,0.0,50.0,28.6203
5C7X,91.3,66.67,8.7,33.33,17.5791
2YBR,7.69,50.0,92.31,50.0,17.7648
5D8J,100.0,73.08,0.0,26.92,25.4861
4ZS7,30.0,65.38,70.0,34.62,20.201
5D70,100.0,66.67,0.0,33.33,20.2731
4ZSO,94.12,51.72,5.88,48.28,31.7719
4XWG,94.12,57.58,5.88,42.42,27.495
2NYY,0.0,70.21,100.0,29.79,56.3073
2ADF,93.33,61.54,6.67,38.46,19.1843
3HMX,0.0,68.75,100.0,31.25,57.1373
5F9W,39.29,87.5,60.71,12.5,26.3092
4AEI,80.0,50.0,20.0,50.0,13.0384
4LSU,100.0,59.38,0.0,40.62,31.5347
4Z5R,76.19,53.85,23.81,46.15,17.7683
4UTA,33.33,44.12,66.67,55.88,83.1155
2DD8,100.0,65.22,0.0,34.78,87.8358
4I77,68.42,54.17,31.58,45.83,15.6087
5SY8,100.0,56.0,0.0,44.0,20.2533
3I50,0.0,64.71,100.0,35.29,74.6043
1A2Y,100.0,50.0,0.0,50.0,24.9443
3Q3G,100.0,76.92,0.0,23.08,29.2124
2R29,0.0,55.88,100.0,44.12,85.183
4DTG,52.94,42.86,47.06,57.14,13.2952
5GGT,100.0,58.33,0.0,41.67,36.1319
1OB1,100.0,65.22,0.0,34.78,23.2312
1JPS,0.0,51.72,100.0,48.28,36.0949
1UJ3,0.0,51.72,100.0,48.28,36.2731
4GMS,100.0,66.67,0.0,33.33,77.842
5HYS,0.0,93.1,100.0,6.9,34.9217
4D3C,0.0,55.56,100.0,44.44,25.1159
1TPX,100.0,77.78,0.0,22.22,32.7647
1QFU,100.0,80.56,0.0,19.44,56.5319
5KVE,75.0,64.0,25.0,36.0,21.9509
4HCR,0.0,78.57,100.0,21.43,51.526
5F3H,0.0,69.7,100.0,30.3,37.9353
5JHL,0.0,85.29,100.0,14.71,89.717
1BVK,100.0,50.0,0.0,50.0,25.2485
4JPW,100.0,53.12,0.0,46.88,32.7227
2VXQ,66.67,69.57,33.33,30.43,17.1735
4PP2,100.0,89.29,0.0,10.71,34.1356
5CBA,100.0,45.45,0.0,54.55,19.5095
4OGX,13.79,86.21,86.21,13.79,18.9563
5MVZ,94.44,57.69,5.56,42.31,16.3969
4JR9,100.0,54.55,0.0,45.45,36.5204
4DN4,100.0,71.43,0.0,28.57,19.9067
5UGY,100.0,53.57,0.0,46.43,34.7724
4TSA,100.0,50.0,0.0,50.0,21.6209
4G6J,71.43,57.69,28.57,42.31,17.6352
3L5X,0.0,54.17,100.0,45.83,17.6646
5E8E,0.0,62.16,100.0,37.84,63.5112
4Y5Y,57.14,57.14,42.86,42.86,19.5376
1FBI,20.0,87.5,80.0,12.5,19.2484
1NCA,100.0,68.75,0.0,31.25,30.8131
4YPG,100.0,57.69,0.0,42.31,18.6717
1IQD,100.0,80.77,0.0,19.23,31.3195
4RGM,35.29,48.28,64.71,51.72,21.5636
1FSK,18.75,48.15,81.25,51.85,13.4476
3KS0,0.0,100.0,100.0,0.0,44.7474
5TZ2,100.0,70.83,0.0,29.17,41.5351
5F96,0.0,71.88,100.0,28.12,29.4596
3PGF,0.0,100.0,100.0,0.0,52.4908
4PP1,0.0,85.71,100.0,14.29,26.1091
1FE8,0.0,73.08,100.0,26.92,21.8113
5HDQ,0.0,63.33,100.0,36.67,32.156
1WEJ,0.0,54.17,100.0,45.83,16.232
3NH7,100.0,87.5,0.0,12.5,41.3942
3GJF,0.0,55.88,100.0,44.12,33.3718
5A3I,0.0,77.78,100.0,22.22,45.4483
4OII,100.0,30.77,0.0,69.23,22.5449
4KUC,0.0,89.66,100.0,10.34,32.0777
1ORS,100.0,37.04,0.0,62.96,34.709
4DGI,100.0,87.5,0.0,12.5,27.0734
4LU5,100.0,27.27,0.0,72.73,20.3235
4OT1,38.46,83.33,61.54,16.67,17.7483
4L5F,100.0,30.43,0.0,69.57,23.6481
3BGF,100.0,65.22,0.0,34.78,87.3755
5B3J,100.0,84.38,0.0,15.62,44.631
3WIH,0.0,79.31,100.0,20.69,67.3476
4XAK,76.92,64.29,23.08,35.71,22.3563
2BDN,64.71,66.67,35.29,33.33,14.7766
1LK3,58.82,50.0,41.18,50.0,41.8698
3PNW,100.0,50.0,0.0,50.0,33.8914
5I9Q,13.64,71.88,86.36,28.12,27.1082
4O9H,0.0,73.08,100.0,26.92,24.268
5L0Q,100.0,57.69,0.0,42.31,50.2592
4F15,0.0,80.56,100.0,19.44,48.3901
2FD6,100.0,32.26,0.0,67.74,36.0946
4YDJ,100.0,59.38,0.0,40.62,29.8748
3LIZ,0.0,77.42,100.0,22.58,31.4083
4M62,93.33,56.0,6.67,44.0,20.251
1ZTX,100.0,75.0,0.0,25.0,27.0583
2Q8A,100.0,70.97,0.0,29.03,37.6047
4FP8,0.0,100.0,100.0,0.0,53.7492
5F9O,4.55,78.12,95.45,21.88,28.6891
4LEO,0.0,65.79,100.0,34.21,57.1088
4CNI,0.0,69.23,100.0,30.77,25.2516
4ETQ,100.0,50.0,0.0,50.0,23.5111
4ZPT,75.0,53.57,25.0,46.43,24.1872
5D93,100.0,69.44,0.0,30.56,51.634
1H0D,100.0,58.33,0.0,41.67,21.3976
3EOA,100.0,55.56,0.0,44.44,26.474
5DUM,100.0,53.57,0.0,46.43,24.2926
5TZU,100.0,70.83,0.0,29.17,38.9301
5KVF,66.67,64.0,33.33,36.0,21.7973
5LQB,0.0,41.67,100.0,58.33,22.2131
1AHW,0.0,51.72,100.0,48.28,36.2419
