1MLC,0.42,0.35
5L6Y,0.35,0.25
1OAZ,0.33,0.2
3PNW,0.22,-0.11
2XQY,0,-0.06
4HWB,0.09,-0.15
4LF3,0.26,0.09
5JQ6,0.11,0.04
1LK3,0.38,0.27
5TZU,0.09,-0.11
1TPX,0.2,-0.0
5E94,0.25,0.09
5K9K,0,-0.05
2UZI,0.14,0.01
5L0Q,0.05,-0.04
4KUC,0.05,-0.03
5T5F,0.54,0.54
5MVZ,0.09,-0.08
4F37,0.48,0.48
2ZCH,0.18,-0.12
3W9E,0.11,-0.01
1FSK,0.42,0.35
3SQO,0.04,0.0
5JHL,0.24,0.28
4BZ1,0.4,0.3
1EO8,0,-0.07
2XQB,0.13,-0.1
4HJ0,0.4,0.24
5D8J,0.6,0.54
1JRH,0.37,0.23
3MA9,0,-0.15
4YUE,0.16,-0.02
1EZV,0.31,0.23
4J6R,0.49,0.44
2DD8,0.26,0.16
5F9W,0.4,0.34
2J4W,0.33,-0.17
4AEI,0.57,0.42
3PGF,0,-0.08
5FCU,0,-0.26
4QTI,0.1,0.04
4DQO,0.41,0.32
4XNY,0.42,0.36
4ZS7,0.09,-0.09
1OB1,0.28,0.13
2XRA,0,-0.11
4OT1,0.22,0.08
3S35,0.38,0.25
4LVN,0.17,0.13
4AG4,0,-0.07
2Q8A,0.08,-0.0
5MES,0.05,-0.07
1NSN,0,-0.18
1BVK,0.2,0.05
4F2M,0.47,0.45
2QQN,0.43,0.4
1V7M,0,-0.17
5H35,0.08,-0.04
3WIH,0.11,-0.09
3Q1S,0.39,0.31
1FE8,0.22,0.12
3GRW,0.06,-0.1
4U0R,0,-0.08
5CZX,0.14,0.07
3GJF,0.04,-0.03
5KVF,0.26,0.11
4MWF,0.15,0.07
1SY6,0.53,0.54
4G6J,0.17,0.02
4YQX,0.37,0.27
3NGB,0.46,0.41
4JPW,0.35,0.28
4Z5R,0.04,-0.14
3EOA,0.2,0.12
2NYY,0.06,0.04
4GMS,0.16,0.1
4K3J,0,-0.05
1EGJ,0.57,0.55
5EN2,0.09,-0.09
3RVV,0.23,0.17
1ORS,0.11,0.0
3HI6,0.27,0.17
1AHW,0.13,0.02
3KS0,0.18,0.04
3LEV,0,-0.1
5F96,0.47,0.43
3U9P,0.05,-0.09
4KI5,0.36,0.25
1BGX,0.06,0.01
4DGI,0.47,0.41
1OSP,0.28,0.21
4XVS,0.47,0.42
4LSU,0.41,0.35
2VXQ,0.21,0.02
3I50,0.48,0.51
3B2U,0.04,-0.09
2AEP,0.08,0.01
3L5X,0.36,0.29
5F3H,0.77,0.75
1WEJ,0.23,0.11
3L5W,0.3,0.22
4TSA,0.65,0.57
4FFY,0.29,0.06
4RGM,0.18,0.1
5KW9,0.38,0.35
1HYS,0.36,0.43
4K94,0.24,0.14
1E6J,0,-0.1
4U6V,0.52,0.51
4YK4,0.3,0.26
5C7X,0.47,0.33
5IES,0.5,0.42
1IQD,0.54,0.49
4OGX,0.07,-0.07
2W9E,0.74,0.7
5IKC,0.57,0.5
4L5F,0.11,-0.07
1H0D,0.29,0.16
1AR1,0.05,-0.04
5KJR,0,-0.08
3V6O,0.1,-0.0
5HYS,0.14,0.07
4G6M,0.18,0.04
5F9O,0.44,0.41
5F3B,0.65,0.6
5SY8,0.05,-0.07
4EDW,0.1,-0.11
2JEL,0.43,0.29
1N8Z,0.11,0.08
5DHV,0,-0.38
1FJ1,0.29,0.24
4LEO,0.07,0.03
4JZJ,0,-0.1
4H8W,0,-0.08
4HKX,0.47,0.41
5K59,0,-0.07
3NH7,0.42,0.22
4BZ2,0.48,0.34
5B3J,0.17,0.12
4XMP,0.37,0.29
5TZT,0.06,-0.06
5E8E,0.14,0.09
5C0N,0.06,-0.01
1BQL,0.38,0.3
5DUR,0.09,-0.02
1C08,0.15,-0.01
4HCR,0.25,0.15
4NNP,0.05,-0.02
4LIQ,0.3,0.29
1FBI,0.1,-0.05
5TZ2,0,-0.19
3LD8,0,-0.07
4M62,0.1,-0.02
3T2N,0.54,0.52
4ZPT,0.23,0.15
4IRZ,0.03,-0.02
5KVE,0.31,0.15
4QCI,0.58,0.51
2R29,0.15,-0.05
3JWD,0,-0.07
4XWG,0,-0.07
1JHL,0.29,0.21
3CVH,0.17,0.1
4OKV,0.67,0.61
5D70,0.56,0.5
5BV7,0,-0.08
2BDN,0.26,-0.02
4XAK,0.33,0.28
3U7Y,0.42,0.35
3ZKM,0.2,0.14
4M48,0.41,0.43
1W72,0.17,0.12
2YPV,0.21,0.13
3HI1,0,-0.1
1A2Y,0.15,0.01
5CBA,0.53,0.37
5DUM,0.23,0.14
4IJ3,0,-0.11
5FHX,0.51,0.49
3UC0,0.15,-0.03
5D93,0,-0.11
4CMH,0.04,-0.08
4ZSO,0.09,-0.01
4I77,0.14,-0.09
5HDQ,0,-0.08
4PP1,0.04,-0.08
3Q3G,0.09,-0.02
1MHP,0.29,0.22
4LQF,0.62,0.58
4ETQ,0.28,0.19
3MXW,0.17,0.03
1FNS,0.47,0.46
4CNI,0.34,0.27
4YDK,0.28,0.2
3THM,0.6,0.46
3U2S,0.38,0.24
5KVD,0.28,0.1
1G9M,0,-0.07
4JPK,0.55,0.47
4HF5,0,-1.34
3X3F,0.24,0.04
4NZR,0.28,0.2
2EIZ,0.14,-0.02
2NY7,0.22,0.15
5I9Q,0.33,0.28
4PP2,0.33,0.26
3BGF,0.14,0.04
4QWW,0.22,0.19
4Y5Y,0.37,0.28
1ZTX,0.11,-0.09
5LQB,0.7,0.67
4FP8,0.12,0.04
4K2U,0.15,0.1
4D3C,0.39,0.35
1YY9,0.07,0.03
5KVG,0,-0.25
3S37,0.05,-0.17
3D85,0.57,0.51
4UV7,0.38,0.47
4OII,0.21,0.09
3SE9,0.44,0.39
5SX4,0.09,-0.04
4O58,0.12,0.06
3IDX,0.08,0.02
1QFU,0.04,-0.04
2ARJ,0.1,-0.1
3G04,0.08,-0.04
3NFP,0.1,-0.08
4JLR,0.46,0.37
2YBR,0,-0.33
1XIW,0.6,0.5
4Y5V,0.31,0.22
4JR9,0.41,0.45
2R56,0.17,0.03
4F15,0,-0.08
3RKD,0.09,-0.08
1JPS,0.2,0.1
4YWG,0.06,-0.13
3HMX,0.12,0.05
4YDJ,0.21,0.13
3KR3,0.21,-0.18
2VDK,0.23,0.19
4DTG,0.32,0.03
1A14,0,-0.4
2CMR,0,-0.13
3WXV,0.42,0.4
4O9H,0,-0.16
5GGT,0,-0.18
2ADF,0.05,-0.06
4FQJ,0.16,-0.03
4DN4,0.26,0.04
1NCA,0,-0.42
3SKJ,0,-0.13
5UGY,0.46,0.41
3B9K,0.05,-0.17
3VI3,0.42,0.41
3GI8,0.37,0.36
3VG9,0.34,0.27
3WKM,0.35,0.24
3IU3,0,-0.24
2OZ4,0.16,0.09
2J88,0.49,0.55
1RJL,0.65,0.61
4HC1,0,-0.13
4RWY,0.33,0.25
4LU5,0.59,0.5
5FB8,0.39,0.2
4AL8,0.18,0.03
2XWT,0.07,-0.05
1UJ3,0.17,0.06
4UTA,0,-0.03
