5K9K,0.0,83.33,100.0,16.67,63.1806,0
4OKV,0.0,90.48,100.0,9.52,33.3941,0
2W9E,100.0,47.83,0.0,52.17,27.9447,0.47
4FFY,84.0,65.22,16.0,34.78,18.4437,0.33
4OGX,0.0,100.0,100.0,0.0,23.0999,0
4ZS7,55.0,56.0,45.0,44.0,18.4647,0.13
4NZR,64.15,69.7,35.85,30.3,30.4029,0.63
1ORS,0.0,76.92,100.0,23.08,20.4511,0.06
4BZ2,36.84,56.52,63.16,43.48,16.6678,0.33
4Z5R,100.0,48.0,0.0,52.0,21.0934,0.43
4IRZ,100.0,83.78,0.0,16.22,82.221,0
4LU5,0.0,77.27,100.0,22.73,20.4798,0.05
3GJF,100.0,35.48,0.0,64.52,40.2454,0
4F37,0.0,62.5,100.0,37.5,29.4978,0.42
1G9M,100.0,87.5,0.0,12.5,42.1869,0.5
3VI3,0.0,100.0,100.0,0.0,43.0162,0
4XWG,100.0,84.38,0.0,15.62,25.0659,0.61
3VG9,0.0,100.0,100.0,0.0,36.4663,0
1FNS,100.0,61.54,0.0,38.46,31.0113,0.21
1FSK,25.0,88.89,75.0,11.11,20.6645,0.05
2ARJ,100.0,16.67,0.0,83.33,14.08,0.1
5F9W,100.0,28.12,0.0,71.88,31.8716,0.03
5JQ6,42.86,87.5,57.14,12.5,16.5385,0.23
1EZV,0.0,100.0,100.0,0.0,75.7513,0
1SY6,0.0,100.0,100.0,0.0,32.1831,0
4FP8,0.0,53.33,100.0,46.67,28.9973,0.16
5T5F,100.0,60.71,0.0,39.29,32.2919,0.44
4LSU,100.0,36.36,0.0,63.64,32.8269,0.15
2FD6,0.0,53.33,100.0,46.67,34.2256,0.05
4YK4,100.0,42.86,0.0,57.14,27.0461,0
4HJ0,64.71,56.52,35.29,43.48,12.6467,0.8
5HYS,0.0,100.0,100.0,0.0,39.0196,0
4IJ3,100.0,37.93,0.0,62.07,41.925,0.37
4I77,84.21,30.43,15.79,69.57,15.7938,0.05
3Q1S,33.33,50.0,66.67,50.0,15.7054,0.17
2J88,0.0,77.42,100.0,22.58,46.5503,0.29
1OAZ,70.59,56.0,29.41,44.0,12.9165,0.71
5TZT,100.0,28.0,0.0,72.0,27.1358,0
3D85,100.0,76.0,0.0,24.0,27.5723,0.29
4DN4,100.0,50.0,0.0,50.0,15.2743,0.13
4Y5V,63.64,72.41,36.36,27.59,16.3517,0.63
1HYS,0.0,60.0,100.0,40.0,35.4194,0.36
4DGI,0.0,95.65,100.0,4.35,26.1692,0.06
5TZ2,100.0,50.0,0.0,50.0,23.4691,0
4OII,23.81,84.62,76.19,15.38,18.6262,0.17
4TSA,46.15,42.86,53.85,57.14,11.9529,0.59
1C08,100.0,45.83,0.0,54.17,17.7905,0.24
4RGM,88.24,17.86,11.76,82.14,16.6537,0.18
3THM,94.44,50.0,5.56,50.0,26.5882,0.45
5KW9,0.0,83.33,100.0,16.67,32.6819,0
4G6M,100.0,19.23,0.0,80.77,20.0021,0.09
4QCI,42.86,70.83,57.14,29.17,14.8136,0.58
4HKX,100.0,39.29,0.0,60.71,30.4567,0
4JPK,68.0,26.92,32.0,73.08,22.053,0.12
3U2S,64.29,43.48,35.71,56.52,14.5761,0.16
3HI1,86.96,34.38,13.04,65.62,21.1632,0.29
3I50,0.0,35.48,100.0,64.52,70.118,0.43
3L5W,100.0,43.48,0.0,56.52,23.5107,0.06
2AEP,100.0,56.25,0.0,43.75,31.4858,0.11
3B9K,100.0,29.17,0.0,70.83,16.5489,0
1V7M,0.0,96.0,100.0,4.0,16.8817,0.05
2NYY,100.0,76.6,0.0,23.4,74.8309,0
2EIZ,100.0,54.17,0.0,45.83,18.7026,0.29
3KS0,0.0,78.26,100.0,21.74,12.8393,0.18
4CNI,0.0,88.46,100.0,11.54,30.9363,0.1
4HCR,0.0,53.57,100.0,46.43,47.4244,0.33
2XQY,0.0,100.0,100.0,0.0,47.8717,0
5F3B,100.0,80.0,0.0,20.0,34.1169,0.1
5MES,100.0,48.0,0.0,52.0,13.8601,0.38
5SX4,80.0,33.33,20.0,66.67,20.0384,0.43
3MXW,57.14,52.0,42.86,48.0,19.9188,0.17
2R29,81.25,26.09,18.75,73.91,18.0907,0.1
1XIW,0.0,95.65,100.0,4.35,15.913,0.05
4LEO,0.0,64.1,100.0,35.9,64.6405,0.21
1EGJ,36.36,66.67,63.64,33.33,12.755,0.57
5LQB,93.75,45.83,6.25,54.17,19.9883,0.4
2NY7,69.57,22.58,30.43,77.42,21.2858,0.26
5CBA,50.0,70.0,50.0,30.0,12.809,0.53
4EDW,88.24,29.17,11.76,70.83,21.8241,0.39
4UV7,100.0,46.15,0.0,53.85,54.4019,0.17
2ZCH,0.0,92.86,100.0,7.14,23.3709,0.05
5KVF,60.0,91.3,40.0,8.7,18.4099,0.26
5C7X,73.91,70.83,26.09,29.17,13.8092,0.72
4OT1,30.77,75.0,69.23,25.0,16.2106,0.16
4XNY,82.35,53.12,17.65,46.88,30.3638,0.12
3RVV,0.0,96.43,100.0,3.57,22.8036,0
4YDK,100.0,56.25,0.0,43.75,39.455,0.09
3U7Y,77.14,34.38,22.86,65.62,30.3462,0.18
4U0R,100.0,74.19,0.0,25.81,59.5741,0
1A2Y,46.67,58.33,53.33,41.67,16.7527,0.15
3IU3,100.0,50.0,0.0,50.0,27.7755,0.27
1TPX,88.89,34.78,11.11,65.22,22.2667,0.24
3RKD,20.0,100.0,80.0,0.0,18.754,0
1FJ1,100.0,64.52,0.0,35.48,52.7208,0.08
2UZI,77.78,65.38,22.22,34.62,16.4986,0.64
4U6V,81.25,63.33,18.75,36.67,13.5379,0.57
1BVK,100.0,66.67,0.0,33.33,21.4979,0.2
2OZ4,100.0,64.52,0.0,35.48,81.8862,0.57
1WEJ,0.0,91.67,100.0,8.33,15.4559,0
5D70,53.33,70.83,46.67,29.17,12.9412,0.62
4HWB,90.48,48.0,9.52,52.0,22.7391,0.04
1JHL,27.27,41.67,72.73,58.33,16.1407,0.51
4RWY,100.0,57.58,0.0,42.42,35.6846,0.09
5MVZ,100.0,56.0,0.0,44.0,19.9936,0.09
5KJR,100.0,62.5,0.0,37.5,29.387,0.45
3W9E,100.0,75.86,0.0,24.14,28.3142,0.67
3NFP,100.0,29.17,0.0,70.83,21.2582,0.31
3JWD,0.0,100.0,100.0,0.0,58.6637,0
4PP2,0.0,100.0,100.0,0.0,23.7649,0
5IES,36.36,65.38,63.64,34.62,22.9193,0.29
5I9Q,100.0,36.36,0.0,63.64,33.5657,0
5JHL,0.0,47.06,100.0,52.94,94.2267,0.38
