1A14,0,-0.08
1A2Y,0.46,0.39
1AHW,0,-0.13
1BQL,0.05,-0.1
1BVK,0.44,0.34
1C08,0.34,0.22
1E6J,0,-0.1
1EGJ,0.34,0.25
1FBI,0.26,0.14
1FE8,0.13,0.01
1FNS,0.21,0.14
1FSK,0.05,-0.1
1H0D,0.44,0.34
1IQD,0.76,0.75
1JHL,0.53,0.53
1JPS,0,-0.14
1LK3,0.23,0.09
1MHP,0.53,0.52
1MLC,0.05,-0.1
1NCA,0,-0.09
1NSN,0,-0.19
1OB1,0.22,0.06
1ORS,0.05,-0.06
1TPX,0.22,0.08
1UJ3,0,-0.13
1WEJ,0,-0.2
1ZTX,0.05,-0.14
2ADF,0.59,0.56
2BDN,0.16,-0.18
2EIZ,0.29,0.15
2FD6,0.05,-0.03
2J88,0.29,0.3
2JEL,0.33,0.16
2NYY,0,-0.03
2OZ4,0.29,0.22
2Q8A,0.08,-0.01
2R56,0.17,0.02
2UZI,0.45,0.38
2VXQ,0.37,0.23
2YBR,0.55,0.42
2YPV,0.32,0.25
3EOA,0.15,0.05
3GI8,0,-0.07
3HI6,0.04,-0.1
3HMX,0,-0.09
3KR3,0.55,0.36
3L5W,0.41,0.37
3L5X,0.41,0.37
3LD8,0.04,-0.01
3LEV,0.28,0.26
3LIZ,0,-0.09
3MXW,0,-0.18
3NGB,0.14,0.06
3NH7,0,-0.29
3PGF,0.3,0.27
3PNW,0.32,0.12
3Q3G,0.42,0.35
3RVV,0,-0.11
3SE9,0.1,0.01
3T2N,0.12,0.04
3U7Y,0.15,0.05
3U9P,0.05,-0.09
3VG9,0,-0.11
3WIH,0,-0.08
3WKM,0.51,0.43
3ZKM,0.33,0.27
4AEI,0.29,0.02
4BZ1,0.17,0.01
4BZ2,0.44,0.3
4CMH,0,-0.13
4CNI,0.3,0.22
4D3C,0.42,0.41
4DGI,0.17,0.03
4DN4,0.06,-0.22
4DTG,0.16,-0.15
4ETQ,0.16,0.05
4FFY,0.21,-0.03
4G6J,0.17,0.02
4G6M,0.04,-0.12
4H8W,0.47,0.45
4HCR,0.25,0.15
4HF5,0,-0.05
4HKX,0,-0.13
4I77,0,-0.25
4IJ3,0.16,0.06
4JPK,0.31,0.19
4JPW,0.13,0.04
4JR9,0,-0.05
4K2U,0,-0.03
4KUC,0.19,0.14
4L5F,0,-0.2
4LEO,0.25,0.23
4LQF,0.06,-0.16
4LSU,0.15,0.05
4LU5,0.05,-0.22
4M62,0.65,0.62
4NNP,0.23,0.19
4O9H,0.05,-0.1
4OGX,0.03,-0.13
4OII,0.17,0.04
4OT1,0.05,-0.13
4PP1,0,-0.14
4PP2,0,-0.14
4QTI,0,-0.07
4RGM,0.43,0.39
4RWY,0,-0.11
4U6V,0.26,0.2
4UTA,0,-0.03
4XAK,0.44,0.42
4XWG,0.48,0.47
4Y5V,0.56,0.5
4Y5Y,0.61,0.57
4YDJ,0.1,0.02
4YDK,0.12,0.02
4YK4,0,-0.1
4YPG,0.49,0.39
4Z5R,0.17,0.01
4ZPT,0.5,0.47
4ZS7,0,-0.17
4ZSO,0.3,0.23
5B3J,0,-0.07
5BV7,0,-0.09
5C0N,0.25,0.26
5C7X,0.64,0.55
5CBA,0.06,-0.21
5CZX,0.33,0.29
5D70,0.51,0.44
5D8J,0.55,0.47
5DHV,0.35,0.11
5DUM,0.04,-0.07
5DUR,0.36,0.31
5F96,0.07,-0.01
5F9O,0.07,-0.01
5F9W,0.07,-0.03
5FHX,0.34,0.28
5GGT,0.54,0.5
5H35,0.04,-0.1
5HDQ,0.18,0.13
5HYS,0,-0.1
5I9Q,0,-0.09
5IKC,0.43,0.35
5JHL,0.38,0.47
5JQ6,0.11,0.04
5K9K,0.15,0.11
5KJR,0.53,0.53
5KVD,0.09,-0.14
5KVE,0.2,0.02
5KVF,0.25,0.1
5KVG,0.09,-0.14
5KW9,0,-0.09
5L0Q,0.5,0.51
5L6Y,0.34,0.26
5LQB,0.32,0.22
5MES,0.38,0.32
5MVZ,0.27,0.16
5SY8,0.43,0.39
5T5F,0.32,0.29
5TZ2,0,-0.19
5TZT,0,-0.14
5TZU,0,-0.23
5UGY,0,-0.14
4FP8,0,-0.06
4HC1,0.48,0.43
5FCU,0.54,0.52
3NFP,0.1,0.03
3KS0,0,-0.04
2QQN,0,-0.06
5D93,0,-0.05
5F3H,0.05,-0.02
5FB8,0.29,0.16
4U0R,0,-0.08
4O58,0.09,0.05
5E8E,0,-0.04
2DD8,0.38,0.38
5F3B,0.05,-0.02
3GJF,0,-0.06
3RKD,0.04,-0.01
5A3I,0.12,0.09
1RJL,0,-0.14
4GMS,0.08,0.04
4TSA,0.49,0.43
3BGF,0.19,0.18
4KI5,0.04,0.02
1HYS,0.05,0.02
1EO8,0.09,0.04
4AL8,0,-0.04
3I50,0.42,0.46
1QFU,0.12,0.07
2R29,0,-0.06
3IU3,0,-0.1
5E94,0,-0.06
4K94,0.04,-0.02
4F15,0,-0.04
2J4W,0,-0.05
