1JPS,0.08,-0.04
5C0N,0.19,0.17
5DHV,0.47,0.28
3HI6,0.22,0.11
5TZ2,0,-0.19
4HCR,0.08,-0.04
3NH7,0.04,-0.23
4CMH,0.11,-0.0
1TPX,0.09,-0.08
1ZTX,0.05,-0.14
1FSK,0.09,-0.04
1NCA,0,-0.07
1NSN,0,-0.18
4JR9,0,-0.05
4JPK,0.04,-0.13
4OT1,0.05,-0.13
5MVZ,0.32,0.21
1BVK,0.24,0.11
5L0Q,0.33,0.3
3KR3,0.55,0.36
1MLC,0.16,0.03
5F9W,0,-0.1
5KW9,0,-0.09
4AEI,0.57,0.42
5F9O,0,-0.08
5CBA,0.11,-0.14
3Q3G,0.51,0.47
1C08,0.29,0.17
3L5W,0.12,-0.01
3LIZ,0,-0.08
4Z5R,0.34,0.23
3ZKM,0.15,0.08
4ZPT,0.32,0.26
3RVV,0.19,0.11
4PP2,0.29,0.21
4O9H,0.43,0.36
4DTG,0.32,0.07
5KVG,0,-0.24
4BZ2,0.29,0.11
1A2Y,0.21,0.08
4YK4,0.05,-0.03
4I77,0.05,-0.18
4XAK,0.34,0.31
4XWG,0.36,0.34
2OZ4,0.04,-0.06
1MHP,0.32,0.28
4ZS7,0.22,0.09
4Y5Y,0,-0.13
5IKC,0.16,0.02
2Q8A,0.19,0.12
1FE8,0.18,0.07
5KJR,0.2,0.16
5UGY,0.04,-0.09
4RWY,0.09,-0.0
3MXW,0,-0.17
3U7Y,0.09,-0.01
5MES,0.22,0.13
2EIZ,0.24,0.09
5JHL,0.33,0.4
2YBR,0.61,0.5
5KVF,0.2,0.05
3WKM,0.16,0.02
1H0D,0.44,0.34
4JPW,0.06,-0.03
4UTA,0.05,0.08
5BV7,0,-0.08
5FHX,0.23,0.14
3T2N,0.12,0.05
1A14,0,-0.07
3VG9,0.14,0.04
1FNS,0.15,0.09
5K9K,0.08,0.03
4L5F,0,-0.2
4LEO,0,-0.05
4ETQ,0.24,0.15
4OGX,0.24,0.13
5DUR,0.09,-0.01
5D8J,0.32,0.2
4HKX,0.04,-0.07
5DUM,0,-0.11
5JQ6,0.11,0.04
5KVD,0.13,-0.07
3LD8,0,-0.06
4BZ1,0.46,0.38
4PP1,0.08,-0.03
1WEJ,0.06,-0.11
1JHL,0.24,0.16
4FFY,0.17,-0.08
2NYY,0.11,0.1
3PNW,0.27,0.06
1IQD,0.38,0.3
4IJ3,0.45,0.39
3LEV,0.17,0.12
5SY8,0.38,0.33
3L5X,0.12,-0.01
5GGT,0.22,0.1
2YPV,0.12,0.03
1EGJ,0.51,0.48
3EOA,0.05,-0.06
5I9Q,0.11,0.04
5KVE,0.2,0.03
2BDN,0.11,-0.25
5D70,0.26,0.13
5H35,0.08,-0.04
4DGI,0.4,0.33
4DN4,0.31,0.13
4D3C,0.26,0.21
5CZX,0.14,0.07
4YPG,0.08,-0.08
4CNI,0.3,0.22
4LQF,0.06,-0.15
5B3J,0.09,0.04
3HMX,0.12,0.05
2VXQ,0.26,0.09
2UZI,0.59,0.54
1UJ3,0.04,-0.08
5C7X,0.34,0.18
2ADF,0.34,0.28
4Y5V,0.08,-0.04
5TZT,0.12,0.03
4ZSO,0.09,-0.02
3NGB,0.07,-0.01
3PGF,0,-0.04
1E6J,0.05,-0.04
4YDK,0.06,-0.04
1LK3,0.05,-0.13
1AHW,0.04,-0.08
4RGM,0.17,0.1
2JEL,0,-0.27
4KUC,0,-0.08
5T5F,0.36,0.35
4U6V,0,-0.08
3SE9,0.03,-0.06
2FD6,0,-0.08
1FBI,0.31,0.2
2J88,0.24,0.24
4NNP,0.09,0.03
5L6Y,0.11,-0.02
4LSU,0.09,-0.01
2R56,0.21,0.08
4M62,0.45,0.39
4LU5,0.05,-0.21
3GI8,0,-0.05
4OII,0.09,-0.05
1BQL,0,-0.16
4QTI,0,-0.07
5LQB,0.38,0.29
4G6J,0.26,0.12
4H8W,0.2,0.14
4G6M,0.13,-0.01
5HDQ,0.14,0.08
1ORS,0.27,0.22
5HYS,0.1,0.01
3U9P,0.28,0.18
5TZU,0.05,-0.17
1OB1,0.22,0.06
5F96,0,-0.09
4YDJ,0,-0.09
1HYS,0.09,0.07
5D93,0.5,0.46
2DD8,0.09,-0.04
2R29,0.05,-0.18
4HF5,0,-0.08
2QQN,0,-0.13
4FP8,0,-0.1
3GJF,0,-0.08
5FB8,0.29,0.09
4GMS,0,-0.08
5A3I,0.04,-0.03
4KI5,0.04,-0.12
3NFP,0.05,-0.12
1QFU,0,-0.08
3WIH,0.06,-0.14
2J4W,0.33,-0.14
3RKD,0.04,-0.14
5FCU,0.27,0.22
4AL8,0.53,0.49
3KS0,0.48,0.44
5E8E,0.05,-0.02
3CVH,0,-0.09
3BGF,0.1,-0.01
3IU3,0,-0.23
4TSA,0.11,-0.04
5F3B,0.5,0.42
4O58,0,-0.07
4F15,0,-0.06
1RJL,0,-0.23
5F3H,0.45,0.36
4K2U,0.05,-0.01
4K94,0.04,-0.11
4U0R,0.09,0.03
4HC1,0.22,0.13
1EO8,0,-0.07
5E94,0.5,0.41
3I50,0.23,0.22
