5HDQ,0.1176,20,2,clusters:1
4FFY,0.1538,14,3,clusters:2
4Y5V,0.68,28,17,clusters:1_2
2ADF,0.6341463414634146,26,13,clusters:1_2
4BZ2,0.3902439024390244,23,8,clusters:1_2
1BVK,0.34146341463414637,24,7,clusters:1_2
2BDN,0.15789473684210528,21,3,clusters:1_2
5SY8,0.43243243243243246,25,8,clusters:1_2
3BGF,0.4138,14,6,clusters:1
4ZS7,0.2424,13,4,clusters:1
5C0N,0.2308,20,3,clusters:2
5KVE,0.2143,12,3,clusters:1
4LU5,0.0833,9,1,clusters:2
5F3H,0.4348,8,5,clusters:2
4Z5R,0.3333,9,5,clusters:1
4H8W,0.5263,19,10,clusters:2
1UJ3,0.0588,14,1,clusters:1
5D70,0.6897,14,10,clusters:1
4YDK,0.2083,15,5,clusters:2
4QTI,0.1818,12,2,clusters:1
5T5F,0.5294,21,9,clusters:1
5L6Y,0.3704,16,5,clusters:1
