4CMH,0.15,15,3,0.0,14,0,32.8524
1AR1,0.0,13,0,0.0,17,0,33.4004
3LEV,0.0,10,0,0.3077,17,4,21.6602
1OB1,0.0741,14,1,0.3636,9,4,16.9886
3LIZ,0.0,16,0,0.0,15,0,31.2209
4JLR,0.5714,16,8,0.0,7,0,35.4955
2VXQ,0.5161,16,8,0.0909,7,1,16.816
5FHX,0.5217,12,6,0.0,12,0,32.8601
3NH7,0.1481,6,2,0.1081,16,2,21.0727
1BGX,0.3333,20,12,0.0,22,0,57.7048
4F2M,0.0,15,0,0.6957,11,8,40.3204
4FQJ,0.0645,12,1,0.2632,19,5,47.405
4JZJ,0.0,15,0,0.2424,15,4,31.5031
3GI8,0.0,24,0,0.0,9,0,33.0583
4JR9,0.0,21,0,0.0,12,0,20.4395
3KR3,0.7097,12,11,0.0,8,0,15.2194
1WEJ,0.0909,11,1,0.0,13,0,14.7779
1E6J,0.069,17,1,0.0,12,0,43.6281
4QWW,0.5,17,9,0.0,18,0,35.1734
5MES,0.5385,14,7,0.0,11,0,20.6005
4EDW,0.4615,9,6,0.0625,15,1,21.3643
4QCI,0.0,11,0,0.6667,13,9,19.0787
4F37,0.0,8,0,0.72,16,9,27.0264
1ORS,0.25,14,3,0.0,12,0,19.9451
3VG9,0.0,24,0,0.0,8,0,28.7137
5JQ6,0.2353,30,6,0.0,2,0,49.3114
1EZV,0.0,8,0,0.0,20,0,35.4716
