2QQN,0.0,20,0,0.4444,6,4,24.2527
4L5F,0.0,14,0,0.0,9,0,25.7476
5A3I,0.0,12,0,0.2222,20,4,53.8117
4GMS,0.0,17,0,0.0,15,0,53.7678
5UGY,0.0556,12,1,0.0,16,0,30.8521
4I77,0.1143,16,2,0.0741,8,1,20.3764
1FE8,0.2353,15,4,0.0,11,0,21.6424
4LU5,0.0,13,0,0.0833,9,1,14.4515
4JPW,0.4255,17,10,0.0,15,0,33.2683
4BZ2,0.0,7,0,0.2941,16,5,24.2555
4LQF,0.0,13,0,0.1,9,1,14.4515
2EIZ,0.0,14,0,0.1429,10,2,21.3867
2ADF,0.7333,15,11,0.0,11,0,21.6424
5KJR,0.0,17,0,0.5,15,8,33.2683
1BQL,0.0,13,0,0.0,11,0,18.0708
4BZ1,0.0,7,0,0.1429,16,2,24.2555
4Y5V,0.3889,14,7,0.5556,14,10,18.3297
3CVH,0.0,14,0,0.0,17,0,37.4634
2R29,0.0667,14,1,0.08,9,1,18.6272
1C08,0.0645,14,1,0.1481,10,2,21.3867
4DGI,0.0,7,0,0.2143,17,3,22.6522
3GJF,0.1714,21,3,0.0,10,0,34.4508
3NFP,0.1,5,1,0.1714,20,3,27.0647
1RJL,0.0,9,0,0.1481,14,2,17.8328
4YDJ,0.3182,18,7,0.0,14,0,31.924
2YPV,0.2703,18,5,0.0625,13,1,30.3042
1MLC,0.0,14,0,0.3333,10,4,21.3867
4O58,0.0,15,0,0.0,17,0,57.2614
4G6J,0.1935,10,3,0.0,16,0,20.3901
1IQD,0.9091,17,15,0.0,9,0,23.945
5KVG,0.0,13,0,0.125,12,2,25.3835
4O9H,0.2759,13,4,0.0,13,0,26.5291
5F3H,0.0,14,0,0.3077,11,4,36.3277
5LQB,0.3704,14,5,0.087,10,1,19.3942
3HI6,0.0,17,0,0.4138,10,6,26.8447
5MVZ,0.3571,10,5,0.0,16,0,20.3901
4UTA,0.1053,16,1,0.0,18,0,82.2055
2DD8,0.0,14,0,0.5455,14,9,18.0609
4H8W,0.0,17,0,0.5294,15,9,33.2683
1UJ3,0.2308,6,3,0.0,23,0,48.8367
4ZPT,0.4737,22,9,0.0,6,0,33.1177
3EOA,0.3333,16,5,0.0,11,0,30.0026
5DUR,0.2963,11,4,0.0606,17,1,26.2196
5F96,0.2927,18,6,0.0,14,0,31.924
4FFY,0.2564,14,5,0.2353,9,4,25.7476
1JPS,0.1481,6,2,0.0,23,0,48.8367
5D8J,0.6111,18,11,0.0,8,0,26.1634
1AHW,0.24,6,3,0.0,23,0,48.8367
5F3B,0.3704,12,5,0.0,13,0,34.2172
4NNP,0.4516,18,7,0.0,12,0,27.2622
4DN4,0.2727,11,3,0.0,10,0,15.2773
4ZS7,0.1212,13,2,0.0606,13,1,26.5291
5C0N,0.1667,18,2,0.0,8,0,26.2425
4Z5R,0.0,15,0,0.1875,11,3,23.2293
5C7X,0.1818,10,3,0.4324,14,8,16.456
3BGF,0.2941,19,5,0.0,8,0,20.7869
5L6Y,0.3704,16,5,0.0,8,0,20.3764
5KVD,0.0606,13,1,0.0625,12,1,25.3835
5F9W,0.3043,18,7,0.0,14,0,31.924
