4JZJ,30,19,11,0,0,0
4F37,24,17,7,0,0,0
1BGX,42,12,30,0,0,0
4QWW,35,23,12,0,0,0
2VXQ,23,6,6,5,6,0
4QCI,24,12,12,0,0,0
3LIZ,31,22,9,0,0,0
3LEV,27,10,6,11,0,0
3NH7,22,15,5,2,0,0
1OB1,23,12,9,2,0,0
5JQ6,32,16,16,0,0,0
1E6J,29,19,10,0,0,0
4EDW,24,11,13,0,0,0
4JR9,33,15,18,0,0,0
4CMH,29,16,13,0,0,0
4FQJ,31,14,17,0,0,0
4F2M,26,15,11,0,0,0
1WEJ,24,8,6,10,0,0
1ORS,26,18,8,0,0,0
5FHX,24,14,10,0,0,0
1AR1,30,21,4,5,0,0
5MES,25,14,11,0,0,0
4JLR,23,16,7,0,0,0
3KR3,20,11,5,4,0,0
1EZV,28,13,15,0,0,0
3VG9,32,16,7,9,0,0
3GI8,33,14,9,10,0,0
