4ZS7,0.1143,15,2,clusters:2
5DUR,0.5128,20,10,clusters:1
4BZ2,0.3226,12,5,clusters:1
2YPV,0.1081,18,2,clusters:1
4NNP,0.5581395348837209,30,12,clusters:1_2
2ADF,0.6666666666666667,27,14,clusters:1_2
5C7X,0.723404255319149,24,17,clusters:1_2
4Z5R,0.5217391304347826,25,12,clusters:1_2
4I77,0.1904761904761905,23,4,clusters:1_2
4G6J,0.0851063829787234,26,2,clusters:1_2
1A2Y,0.3076923076923077,24,6,clusters:1_2
4Y5V,0.7391,24,17,clusters:1
4DN4,0.5714,10,6,clusters:1
5C0N,0.2857,15,3,clusters:2
4M62,0.6667,21,12,clusters:1
4LU5,0.2222,3,2,clusters:1
3Q3G,0.6857,18,12,clusters:2
2QQN,0.3636,10,4,clusters:1
3HI6,0.6667,17,12,clusters:1
5A3I,0.25,8,3,clusters:2
5D8J,0.625,14,10,clusters:2
4O9H,0.375,16,6,clusters:1
1FE8,0.3243,18,6,clusters:1
4LQF,0.1,9,1,clusters:1
1UJ3,0.25,4,3,clusters:2
3L5X,0.1,10,1,clusters:1
4YDJ,0.1579,12,3,clusters:2
1C08,0.3704,10,5,clusters:1
