4Y5V,0.7391,24,17,0.0,5,0,39.378
4ZS7,0.3333,10,5,0.1143,15,2,28.1147
4F15,0.0,15,0,0.0,14,0,35.272
5DUR,0.5128,20,10,0.0741,8,1,24.3226
4DN4,0.5714,10,6,0.0,10,0,16.7589
5C0N,0.0,10,0,0.2857,15,3,28.8764
4M62,0.6667,21,12,0.0,4,0,25.6009
4LU5,0.2222,3,2,0.0,19,0,20.7244
4NNP,0.6897,16,10,0.1481,14,2,15.2962
2ADF,0.6897,14,10,0.2857,13,4,20.5593
3Q3G,0.0,8,0,0.6857,18,12,28.5841
2QQN,0.3636,10,4,0.0,15,0,26.5504
5C7X,0.303,10,5,0.6486,14,12,15.4809
4BZ2,0.3226,12,5,0.0667,11,1,23.2593
2YPV,0.1081,18,2,0.4828,10,7,28.7198
4Z5R,0.1667,15,3,0.5806,10,9,21.7918
3HI6,0.6667,17,12,0.0,9,0,18.1659
5A3I,0.0,24,0,0.25,8,3,57.4762
5D8J,0.0,11,0,0.625,14,10,29.3914
4O9H,0.375,16,6,0.0,10,0,26.0875
5KVG,0.0,13,0,0.0,10,0,31.4354
1FE8,0.3243,18,6,0.0,9,0,20.9696
4I77,0.0571,16,1,0.2308,7,3,21.2935
4LQF,0.1,9,1,0.0,12,0,13.4867
4G6J,0.0488,20,1,0.0741,6,1,21.5152
1UJ3,0.0,24,0,0.25,4,3,48.5699
1A2Y,0.0769,11,1,0.3571,13,5,19.889
3L5X,0.1,10,1,0.0,13,0,20.8403
4YDJ,0.0,19,0,0.1579,12,3,32.7359
1C08,0.3704,10,5,0.0,14,0,18.5508
