4LU5,22,10,7,5,0,0
4FP8,30,18,12,0,0,0
5HDQ,30,12,12,6,0,0
1BVK,24,18,6,0,0,0
5F3H,25,18,7,0,0,0
5L6Y,24,16,8,0,0,0
4PP1,28,11,9,8,0,0
3IU3,25,12,13,0,0,0
4ZS7,26,14,12,0,0,0
2ADF,26,16,10,0,0,0
3BGF,27,15,12,0,0,0
5SY8,25,11,8,6,0,0
4YDK,32,21,11,0,0,0
2BDN,21,6,11,4,0,0
4Y5V,28,17,11,0,0,0
4H8W,32,22,10,0,0,0
5KVE,25,16,9,0,0,0
4GMS,32,31,1,0,0,0
1UJ3,29,16,13,0,0,0
5TZ2,24,17,7,0,0,0
4QTI,31,9,8,14,0,0
4BZ2,23,7,9,7,0,0
5T5F,31,21,10,0,0,0
5BV7,33,22,11,0,0,0
5DUM,28,9,10,9,0,0
4Z5R,26,18,8,0,0,0
5D70,24,9,6,9,0,0
4FFY,23,14,9,0,0,0
4YK4,28,20,8,0,0,0
4G6M,26,20,6,0,0,0
5C0N,26,22,4,0,0,0
