4LU5,22,15,7,0,0,0
4FP8,30,18,12,0,0,0
5HDQ,30,18,12,0,0,0
1BVK,24,11,13,0,0,0
5F3H,25,6,19,0,0,0
5L6Y,24,19,5,0,0,0
4PP1,28,8,12,8,0,0
3IU3,25,8,6,4,7,0
4ZS7,26,16,10,0,0,0
2ADF,26,18,8,0,0,0
3BGF,27,14,13,0,0,0
5SY8,25,18,7,0,0,0
4YDK,32,13,5,14,0,0
2BDN,21,7,9,5,0,0
4Y5V,28,16,12,0,0,0
4H8W,32,16,16,0,0,0
5KVE,25,13,12,0,0,0
4GMS,32,15,17,0,0,0
1UJ3,29,18,11,0,0,0
5TZ2,24,13,11,0,0,0
4QTI,31,17,14,0,0,0
4BZ2,23,14,3,6,0,0
5T5F,31,13,18,0,0,0
5BV7,33,9,15,9,0,0
5DUM,28,11,11,6,0,0
4Z5R,26,17,9,0,0,0
5D70,24,11,8,5,0,0
4FFY,23,15,8,0,0,0
4YK4,28,10,18,0,0,0
4G6M,26,11,15,0,0,0
5C0N,26,20,6,0,0,0
