4OII,0.05,19,1,clusters:1
4NZR,0.1644,20,6,clusters:2
4ZS7,0.0556,16,1,clusters:1
4J6R,0.12,18,3,clusters:1
3GRW,0.0816,16,2,clusters:2
4ZSO,0.0526,21,1,clusters:1
3G04,0.0513,16,1,clusters:1
3S35,0.129,13,2,clusters:2
5CZX,0.125,18,2,clusters:2
5EN2,0.2105,17,4,clusters:1
4HWB,0.1111,15,2,clusters:2
4XMP,0.2069,19,6,clusters:2
4JPK,0.0952,17,2,clusters:2
3B2U,0.1622,18,3,clusters:1
3WKM,0.1463,17,3,clusters:1
4RWY,0.1111,20,3,clusters:1
4YDK,0.1176,18,3,clusters:2
2NY7,0.1463,18,3,clusters:2
3S37,0.4,12,6,clusters:1
5SX4,0.4,20,8,clusters:1
5KVG,0.0606,13,1,clusters:1
4Y5Y,0.1667,15,3,clusters:2
5L0Q,0.2857,16,4,clusters:1
