4RGM,0.1143,18,2,clusters:2
5KW9,0.1429,11,2,clusters:2
4ZPT,0.4118,18,7,clusters:1
4EDW,0.2424,16,4,clusters:1
3SE9,0.2174,19,5,clusters:1
4NNP,0.4828,16,7,clusters:2
3VG9,0.35,13,7,clusters:2
2QQN,0.4,13,5,clusters:1
4FQJ,0.2222,17,4,clusters:2
4ETQ,0.2286,13,4,clusters:1
5DUM,0.069,12,1,clusters:2
5JHL,0.3333,22,5,clusters:2
4FP8,0.0976,22,2,clusters:1
1OAZ,0.5161,14,8,clusters:1
5MVZ,0.3226,13,5,clusters:2
1NSN,0.1379,11,2,clusters:2
2R56,0.1667,15,3,clusters:1
3EOA,0.2308,12,3,clusters:1
3HI6,0.5946,18,11,clusters:1
3LD8,0.1379,16,2,clusters:2
5F9W,0.0851,19,2,clusters:2
4G6M,0.0588,15,1,clusters:2
4L5F,0.1538,13,2,clusters:1
5D70,0.4848,18,8,clusters:1
1FSK,0.25,16,4,clusters:1
1EO8,0.2667,15,4,clusters:1
4F37,0.6316,10,6,clusters:1
4HCR,0.35,20,7,clusters:1
1BQL,0.1739,10,2,clusters:1
1H0D,0.5333,13,8,clusters:2
5C0N,0.1,14,1,clusters:2
4K3J,0.0909,26,2,clusters:1
2ZCH,0.0667,14,1,clusters:2
4QCI,0.5161,17,8,clusters:2
4H8W,0.5714,16,10,clusters:1
3MXW,0.3333,15,6,clusters:1
1FBI,0.3478,8,4,clusters:1
3U2S,0.1538,12,2,clusters:1
4DN4,0.6957,12,8,clusters:1
1W72,0.3226,16,5,clusters:2
4M62,0.5333,15,8,clusters:2
3GJF,0.2353,20,4,clusters:1
3NH7,0.4,9,6,clusters:2
1E6J,0.3,8,3,clusters:2
2J4W,0.5,12,6,clusters:1
1JRH,0.3333,15,5,clusters:1
5K59,0.4516,20,7,clusters:1
5SY8,0.4138,16,6,clusters:1
2NYY,0.2632,15,5,clusters:1
4U6V,0.6061,17,10,clusters:1
1A2Y,0.2759,14,4,clusters:2
4HF5,0.0645,12,1,clusters:2
4XAK,0.4118,20,7,clusters:1
4XVS,0.2174,19,5,clusters:1
4JPW,0.2553,17,6,clusters:1
2YBR,0.5,11,6,clusters:2
5E94,0.5,8,6,clusters:1
5D93,0.4242,13,7,clusters:2
3T2N,0.4103,19,8,clusters:1
3U9P,0.1875,15,3,clusters:1
4JZJ,0.1379,11,2,clusters:1
4OKV,0.1739,11,2,clusters:1
1V7M,0.1765,17,3,clusters:1
5I9Q,0.0976,19,2,clusters:2
1JPS,0.0513,18,1,clusters:1
1ORS,0.3,10,3,clusters:1
5L6Y,0.3636,11,4,clusters:1
4YUE,0.2857,13,4,clusters:2
2VDK,0.2069,10,3,clusters:2
3I50,0.3571,17,5,clusters:1
3X3F,0.48,13,6,clusters:2
5LQB,0.5,16,8,clusters:2
5D8J,0.4118,16,7,clusters:2
5MES,0.4545,10,5,clusters:2
5IKC,0.4138,16,6,clusters:2
2R29,0.0714,12,1,clusters:2
3L5W,0.3636,12,4,clusters:1
4K94,0.2857,14,5,clusters:2
1AHW,0.125,13,2,clusters:2
1AR1,0.0606,19,1,clusters:2
2DD8,0.4737,19,9,clusters:1
1EZV,0.125,15,2,clusters:1
1MHP,0.3226,16,5,clusters:1
4D3C,0.1379,18,2,clusters:1
5GGT,0.2963,14,4,clusters:2
4HC1,0.1818,16,3,clusters:1
2J88,0.4,15,5,clusters:2
4LQF,0.2222,7,2,clusters:2
4XWG,0.3429,18,6,clusters:1
3NGB,0.2609,22,6,clusters:2
4XNY,0.2326,9,5,clusters:1
4PP1,0.1875,11,3,clusters:2
1HYS,0.3226,22,5,clusters:2
1SY6,0.0952,10,1,clusters:1
4JLR,0.56,13,7,clusters:1
5A3I,0.0909,6,1,clusters:2
2XQY,0.069,10,1,clusters:2
3WXV,0.4516,15,7,clusters:1
3U7Y,0.2642,18,7,clusters:1
4LEO,0.1951,23,4,clusters:1
3B9K,0.1875,13,3,clusters:1
4BZ2,0.0645,12,1,clusters:2
1G9M,0.3125,20,5,clusters:1
4IRZ,0.0392,26,1,clusters:2
1FJ1,0.2069,12,3,clusters:2
5H35,0.1935,10,3,clusters:2
1FE8,0.2667,11,4,clusters:2
4AG4,0.0976,24,2,clusters:2
1BVK,0.4375,15,7,clusters:2
4CMH,0.2632,13,5,clusters:1
5UGY,0.0588,9,1,clusters:1
3MA9,0.35,15,7,clusters:2
1NCA,0.1053,17,2,clusters:1
1IQD,0.4242,17,7,clusters:1
5TZ2,0.3226,17,5,clusters:2
3ZKM,0.25,22,6,clusters:1
3SQO,0.0625,18,1,clusters:2
4O9H,0.3846,10,5,clusters:2
2YPV,0.4737,19,9,clusters:1
4PP2,0.1111,16,2,clusters:2
5F3H,0.3226,16,5,clusters:2
1LK3,0.2069,11,3,clusters:1
5TZT,0.2727,14,3,clusters:1
4HKX,0.1081,18,2,clusters:1
4DQO,0.2222,16,3,clusters:2
4UTA,0.1176,14,1,clusters:1
1OSP,0.069,10,1,clusters:2
5HDQ,0.1333,16,2,clusters:1
4BZ1,0.5385,14,7,clusters:1
3WIH,0.4667,17,7,clusters:2
2Q8A,0.4762,21,10,clusters:1
1RJL,0.4615,13,6,clusters:2
1FNS,0.4,13,5,clusters:1
4KUC,0.2069,16,3,clusters:1
5JQ6,0.1579,17,3,clusters:1
3Q3G,0.5625,15,9,clusters:1
1MLC,0.2,16,3,clusters:1
1UJ3,0.2424,13,4,clusters:1
