5E94,100.0,45.71,0.0,54.29,41.4374,18.75,100.0,81.25,0.0,38.3142,0.0,80.0,100.0,20.0,48.5121
4U6V,100.0,51.61,0.0,48.39,43.8882,100.0,38.71,0.0,61.29,33.3593,100.0,45.16,0.0,54.84,37.0679
4JPK,32.0,76.92,68.0,23.08,24.2911,32.0,96.15,68.0,3.85,22.1511,32.0,96.15,68.0,3.85,22.017
4U0R,100.0,53.12,0.0,46.88,51.7411,100.0,81.25,0.0,18.75,67.3718,100.0,50.0,0.0,50.0,62.3116
3NFP,100.0,60.0,0.0,40.0,36.9951,100.0,56.67,0.0,43.33,26.9309,100.0,46.67,0.0,53.33,30.5885
4AL8,100.0,82.86,0.0,17.14,64.0722,100.0,82.86,0.0,17.14,69.5281,100.0,82.86,0.0,17.14,75.9022
2J88,100.0,61.29,0.0,38.71,40.6305,0.0,70.97,100.0,29.03,48.888,0.0,67.74,100.0,32.26,39.2429
5FB8,100.0,68.0,0.0,32.0,40.4555,31.58,48.0,68.42,52.0,17.086,0.0,88.0,100.0,12.0,31.2174
4HF5,100.0,52.78,0.0,47.22,73.2484,0.0,91.67,100.0,8.33,58.554,0.0,97.22,100.0,2.78,64.2921
1MHP,100.0,61.54,0.0,38.46,29.9026,83.33,57.69,16.67,42.31,15.3121,83.33,46.15,16.67,53.85,14.7319
2OZ4,0.0,80.65,100.0,19.35,53.9965,100.0,35.48,0.0,64.52,81.2374,100.0,64.52,0.0,35.48,67.7429
1EGJ,9.09,66.67,90.91,33.33,29.7605,100.0,79.17,0.0,20.83,24.27,100.0,79.17,0.0,20.83,22.0269
3ZKM,100.0,53.12,0.0,46.88,30.5685,100.0,71.88,0.0,28.12,32.5105,26.09,75.0,73.91,25.0,16.5791
3KR3,52.63,80.95,47.37,19.05,13.106,89.47,85.71,10.53,14.29,19.1304,89.47,80.95,10.53,19.05,20.5336
2YPV,100.0,41.94,0.0,58.06,27.1808,89.47,32.26,10.53,67.74,25.9724,78.95,32.26,21.05,67.74,24.9807
3WKM,75.0,44.44,25.0,55.56,30.6494,75.0,66.67,25.0,33.33,27.6395,75.0,77.78,25.0,22.22,29.3958
5FCU,0.0,53.12,100.0,46.88,31.5105,100.0,68.75,0.0,31.25,34.7129,100.0,46.88,0.0,53.12,35.4999
5DHV,100.0,85.71,0.0,14.29,29.9658,92.31,47.62,7.69,52.38,16.1658,69.23,76.19,30.77,23.81,12.801
4FFY,80.0,30.43,20.0,69.57,15.3823,76.0,60.87,24.0,39.13,22.3649,84.0,60.87,16.0,39.13,21.7509
5KW9,100.0,33.33,0.0,66.67,29.5214,0.0,100.0,100.0,0.0,33.6101,100.0,43.33,0.0,56.67,35.3721
5JQ6,100.0,81.25,0.0,18.75,40.51,19.05,96.88,80.95,3.12,18.6649,66.67,37.5,33.33,62.5,22.919
4H8W,0.0,53.12,100.0,46.88,30.2866,100.0,68.75,0.0,31.25,32.6628,100.0,46.88,0.0,53.12,32.9998
4G6M,0.0,84.62,100.0,15.38,18.1127,100.0,26.92,0.0,73.08,19.3023,100.0,30.77,0.0,69.23,19.9197
1JHL,100.0,83.33,0.0,16.67,24.9866,20.0,41.67,80.0,58.33,15.5855,100.0,87.5,0.0,12.5,27.3677
4IJ3,20.0,51.72,80.0,48.28,23.8717,100.0,34.48,0.0,65.52,38.5854,100.0,41.38,0.0,58.62,36.869
4K94,100.0,37.84,0.0,62.16,84.99,100.0,67.57,0.0,32.43,72.1642,100.0,81.08,0.0,18.92,123.5869
1HYS,100.0,71.05,0.0,28.95,49.6263,100.0,55.26,0.0,44.74,44.8269,100.0,76.32,0.0,23.68,44.8662
5KVG,100.0,40.0,0.0,60.0,27.4333,0.0,68.0,100.0,32.0,26.8588,0.0,88.0,100.0,12.0,24.4587
3GI8,0.0,54.55,100.0,45.45,32.4819,0.0,100.0,100.0,0.0,26.2622,100.0,63.64,0.0,36.36,32.9352
4O58,100.0,66.67,0.0,33.33,75.8793,100.0,61.11,0.0,38.89,45.6445,0.0,69.44,100.0,30.56,48.8143
5TZT,100.0,70.83,0.0,29.17,39.3922,100.0,70.83,0.0,29.17,57.0916,75.0,54.17,25.0,45.83,39.2397
4YK4,100.0,53.57,0.0,46.43,35.9146,0.0,82.14,100.0,17.86,30.8981,100.0,46.43,0.0,53.57,30.853
3LEV,100.0,62.96,0.0,37.04,17.8428,100.0,70.37,0.0,29.63,21.8945,100.0,51.85,0.0,48.15,21.57
5BV7,100.0,60.61,0.0,39.39,26.9794,0.0,96.97,100.0,3.03,34.7621,100.0,45.45,0.0,54.55,31.6725
5H35,100.0,51.85,0.0,48.15,27.7432,9.52,74.07,90.48,25.93,24.9981,100.0,74.07,0.0,25.93,31.5563
5T5F,0.0,77.42,100.0,22.58,38.9243,100.0,67.74,0.0,32.26,30.2534,100.0,67.74,0.0,32.26,38.4024
1C08,82.35,50.0,17.65,50.0,19.0407,47.06,54.17,52.94,45.83,15.6874,94.12,33.33,5.88,66.67,19.2802
5KJR,0.0,53.12,100.0,46.88,30.4435,100.0,68.75,0.0,31.25,33.3317,100.0,46.88,0.0,53.12,33.9686
4K2U,0.0,50.0,100.0,50.0,63.9775,100.0,57.89,0.0,42.11,45.0644,0.0,86.84,100.0,13.16,48.7257
4KI5,0.0,82.61,100.0,17.39,41.5232,100.0,45.65,0.0,54.35,48.2619,100.0,78.26,0.0,21.74,76.9791
5L6Y,9.09,66.67,90.91,33.33,18.0614,100.0,70.83,0.0,29.17,23.7964,100.0,41.67,0.0,58.33,24.6778
4RWY,65.62,84.38,34.38,15.62,27.6411,100.0,28.12,0.0,71.88,27.4583,50.0,93.75,50.0,6.25,24.9248
5IKC,100.0,62.5,0.0,37.5,37.0483,100.0,58.33,0.0,41.67,19.9308,0.0,79.17,100.0,20.83,33.5558
5K9K,0.0,80.56,100.0,19.44,44.4493,0.0,86.11,100.0,13.89,39.074,0.0,72.22,100.0,27.78,55.4963
4BZ1,100.0,69.57,0.0,30.43,21.4831,100.0,39.13,0.0,60.87,13.5122,100.0,43.48,0.0,56.52,13.7476
4Y5V,36.36,53.57,63.64,46.43,20.1961,36.36,78.57,63.64,21.43,17.9047,36.36,42.86,63.64,57.14,22.1974
3L5W,0.0,54.17,100.0,45.83,17.6646,90.0,62.5,10.0,37.5,21.6931,100.0,41.67,0.0,58.33,25.473
5F3B,0.0,69.7,100.0,30.3,37.9353,100.0,33.33,0.0,66.67,55.2874,0.0,96.97,100.0,3.03,41.9891
1MLC,100.0,50.0,0.0,50.0,22.5522,0.0,75.0,100.0,25.0,21.6338,100.0,33.33,0.0,66.67,26.5005
4HKX,100.0,53.57,0.0,46.43,35.5291,0.0,82.14,100.0,17.86,31.5205,100.0,46.43,0.0,53.57,31.4948
2J4W,0.0,72.73,100.0,27.27,52.9864,0.0,100.0,100.0,0.0,56.4411,0.0,90.91,100.0,9.09,57.2068
3SE9,0.0,71.88,100.0,28.12,29.4757,100.0,34.38,0.0,65.62,31.989,100.0,50.0,0.0,50.0,32.7131
5C0N,100.0,73.08,0.0,26.92,24.1185,100.0,84.62,0.0,15.38,27.5406,100.0,53.85,0.0,46.15,28.246
5DUR,75.0,53.57,25.0,46.43,24.982,43.75,67.86,56.25,32.14,18.5151,75.0,67.86,25.0,32.14,21.0528
4YDK,100.0,59.38,0.0,40.62,30.5414,100.0,34.38,0.0,65.62,31.4678,100.0,50.0,0.0,50.0,32.688
4NNP,0.0,50.0,100.0,50.0,36.4368,0.0,70.0,100.0,30.0,22.4489,100.0,46.67,0.0,53.33,28.4335
5KVD,100.0,64.0,0.0,36.0,24.2102,95.0,44.0,5.0,56.0,20.5479,5.0,68.0,95.0,32.0,19.0605
1NSN,38.89,56.0,61.11,44.0,16.7718,22.22,100.0,77.78,0.0,18.1922,27.78,92.0,72.22,8.0,17.3207
3U7Y,40.0,87.5,60.0,12.5,24.7292,80.0,34.38,20.0,65.62,28.8145,80.0,50.0,20.0,50.0,28.5309
3NGB,25.0,87.5,75.0,12.5,29.947,100.0,34.38,0.0,65.62,32.952,100.0,50.0,0.0,50.0,33.5478
5MES,100.0,64.0,0.0,36.0,24.1124,100.0,56.0,0.0,44.0,14.8103,100.0,64.0,0.0,36.0,26.0127
3U9P,100.0,61.54,0.0,38.46,24.2863,100.0,42.31,0.0,57.69,20.6516,100.0,53.85,0.0,46.15,22.5653
3T2N,0.0,68.75,100.0,31.25,28.3272,100.0,81.25,0.0,18.75,39.4359,5.0,75.0,95.0,25.0,17.1336
1A14,100.0,75.0,0.0,25.0,31.0875,100.0,71.88,0.0,28.12,29.7829,100.0,40.62,0.0,59.38,26.9798
1FNS,100.0,59.26,0.0,40.74,34.3315,100.0,70.37,0.0,29.63,33.1902,0.0,66.67,100.0,33.33,36.8301
2JEL,6.67,52.38,93.33,47.62,16.3781,6.67,66.67,93.33,33.33,18.7513,6.67,57.14,93.33,42.86,17.0836
1EO8,100.0,80.56,0.0,19.44,56.4063,100.0,55.56,0.0,44.44,39.3313,0.0,47.22,100.0,52.78,49.1778
3MXW,71.43,69.23,28.57,30.77,16.6703,100.0,38.46,0.0,61.54,33.0629,100.0,34.62,0.0,65.38,31.3551
4CMH,100.0,63.33,0.0,36.67,32.9989,100.0,33.33,0.0,66.67,33.5537,100.0,46.67,0.0,53.33,33.5355
3IU3,95.0,60.0,5.0,40.0,34.6062,100.0,56.67,0.0,43.33,27.9358,100.0,46.67,0.0,53.33,31.6453
3HI6,100.0,59.26,0.0,40.74,28.9782,0.0,81.48,100.0,18.52,26.4537,100.0,33.33,0.0,66.67,29.2115
5CZX,100.0,72.41,0.0,27.59,28.5446,100.0,51.72,0.0,48.28,30.0066,0.0,79.31,100.0,20.69,26.2965
2QQN,0.0,78.12,100.0,21.88,43.0213,100.0,62.5,0.0,37.5,47.3944,100.0,46.88,0.0,53.12,40.225
3LD8,100.0,46.88,0.0,53.12,30.7574,0.0,56.25,100.0,43.75,28.9407,100.0,62.5,0.0,37.5,43.1007
4BZ2,100.0,69.57,0.0,30.43,21.5842,38.89,78.26,61.11,21.74,14.1532,50.0,26.09,50.0,73.91,13.6756
4QTI,100.0,67.74,0.0,32.26,32.317,0.0,70.97,100.0,29.03,27.93,0.0,58.06,100.0,41.94,33.564
3RKD,0.0,36.11,100.0,63.89,57.5353,100.0,66.67,0.0,33.33,27.7596,0.0,52.78,100.0,47.22,57.8364
2UZI,83.33,80.77,16.67,19.23,17.4505,100.0,53.85,0.0,46.15,21.6154,0.0,69.23,100.0,30.77,26.2354
3VG9,100.0,68.75,0.0,31.25,34.2142,0.0,90.62,100.0,9.38,35.0772,100.0,46.88,0.0,53.12,38.6942
4HC1,0.0,96.55,100.0,3.45,47.9929,94.12,48.28,5.88,51.72,23.7704,100.0,37.93,0.0,62.07,51.3784
1RJL,100.0,73.08,0.0,26.92,32.1639,100.0,57.69,0.0,42.31,27.7576,0.0,88.46,100.0,11.54,25.8543
2EIZ,77.78,50.0,22.22,50.0,18.9282,50.0,62.5,50.0,37.5,16.3486,94.44,33.33,5.56,66.67,19.4297
1E6J,0.0,50.0,100.0,50.0,52.6946,100.0,63.33,0.0,36.67,27.549,0.0,76.67,100.0,23.33,48.9383
1BQL,0.0,95.83,100.0,4.17,23.064,0.0,75.0,100.0,25.0,20.8581,0.0,70.83,100.0,29.17,26.2751
3RVV,60.0,53.57,40.0,46.43,16.3967,0.0,100.0,100.0,0.0,23.4436,100.0,35.71,0.0,64.29,19.229
4LQF,0.0,72.73,100.0,27.27,20.6614,0.0,86.36,100.0,13.64,19.9822,0.0,81.82,100.0,18.18,21.0706
2R56,100.0,38.46,0.0,61.54,22.8411,100.0,57.69,0.0,42.31,18.1638,0.0,80.77,100.0,19.23,20.5006
5FHX,100.0,50.0,0.0,50.0,28.6203,0.0,58.33,100.0,41.67,26.4333,100.0,41.67,0.0,58.33,24.7208
5C7X,91.3,66.67,8.7,33.33,17.5791,43.48,54.17,56.52,45.83,11.8709,43.48,54.17,56.52,45.83,15.5483
2YBR,7.69,50.0,92.31,50.0,17.7648,23.08,50.0,76.92,50.0,10.9179,23.08,55.0,76.92,45.0,13.4783
5D8J,100.0,73.08,0.0,26.92,25.4861,100.0,84.62,0.0,15.38,27.9985,100.0,53.85,0.0,46.15,29.3355
4ZS7,30.0,65.38,70.0,34.62,20.201,60.0,53.85,40.0,46.15,20.4146,60.0,57.69,40.0,42.31,19.7526
5D70,100.0,66.67,0.0,33.33,20.2731,60.0,62.5,40.0,37.5,11.7885,100.0,62.5,0.0,37.5,19.6851
4ZSO,94.12,51.72,5.88,48.28,31.7719,100.0,62.07,0.0,37.93,21.4178,94.12,79.31,5.88,20.69,33.4027
4XWG,94.12,57.58,5.88,42.42,27.495,100.0,66.67,0.0,33.33,26.3295,100.0,54.55,0.0,45.45,29.7317
2NYY,0.0,70.21,100.0,29.79,56.3073,100.0,55.32,0.0,44.68,74.3389,0.0,63.83,100.0,36.17,60.2804
2ADF,93.33,61.54,6.67,38.46,19.1843,100.0,61.54,0.0,38.46,24.5349,53.33,69.23,46.67,30.77,18.2165
3HMX,0.0,68.75,100.0,31.25,57.1373,0.0,87.5,100.0,12.5,52.0123,0.0,75.0,100.0,25.0,56.1167
5F9W,39.29,87.5,60.71,12.5,26.3092,100.0,34.38,0.0,65.62,30.7099,100.0,50.0,0.0,50.0,31.6152
4AEI,80.0,50.0,20.0,50.0,13.0384,6.67,75.0,93.33,25.0,12.7841,93.33,40.0,6.67,60.0,13.3233
4LSU,100.0,59.38,0.0,40.62,31.5347,100.0,34.38,0.0,65.62,32.2356,100.0,50.0,0.0,50.0,33.1842
4Z5R,76.19,53.85,23.81,46.15,17.7683,100.0,30.77,0.0,69.23,23.8525,23.81,57.69,76.19,42.31,15.6962
4UTA,33.33,44.12,66.67,55.88,83.1155,100.0,29.41,0.0,70.59,85.5844,100.0,70.59,0.0,29.41,95.1131
2DD8,100.0,65.22,0.0,34.78,87.8358,100.0,80.43,0.0,19.57,111.2616,100.0,67.39,0.0,32.61,99.9977
4I77,68.42,54.17,31.58,45.83,15.6087,100.0,33.33,0.0,66.67,18.7518,36.84,45.83,63.16,54.17,18.7961
5SY8,100.0,56.0,0.0,44.0,20.2533,58.33,56.0,41.67,44.0,14.023,100.0,60.0,0.0,40.0,17.2791
3I50,0.0,64.71,100.0,35.29,74.6043,0.0,47.06,100.0,52.94,64.7127,0.0,70.59,100.0,29.41,73.6543
1A2Y,100.0,50.0,0.0,50.0,24.9443,100.0,75.0,0.0,25.0,23.4656,100.0,66.67,0.0,33.33,26.7197
3Q3G,100.0,76.92,0.0,23.08,29.2124,100.0,61.54,0.0,38.46,29.1874,23.53,42.31,76.47,57.69,18.786
2R29,0.0,55.88,100.0,44.12,85.183,100.0,44.12,0.0,55.88,98.3549,100.0,64.71,0.0,35.29,94.0335
4DTG,52.94,42.86,47.06,57.14,13.2952,52.94,52.38,47.06,47.62,12.2902,82.35,61.9,17.65,38.1,13.0858
5GGT,100.0,58.33,0.0,41.67,36.1319,100.0,75.0,0.0,25.0,37.1117,100.0,58.33,0.0,41.67,34.6248
