2EIZ,0.0625,14,1,clusters:2
5L0Q,0.2222,15,3,clusters:1
4FQJ,0.0541,18,1,clusters:2
4NZR,0.2571,17,9,clusters:1
1C08,0.0625,15,1,clusters:1
4QWW,0.2703,18,5,clusters:1
4YUE,0.0645,16,1,clusters:2
3S35,0.0645,13,1,clusters:2
4EDW,0.1333,13,2,clusters:2
4Z5R,0.1053,17,2,clusters:1
4ZSO,0.1667,19,3,clusters:2
4ZS7,0.1765,14,3,clusters:1
5FCU,0.56,23,12,clusters:1_2
4LF3,0.47,23,9,clusters:1_2
3KS0,0.55,23,9,clusters:1_2
4HJ0,0.35,23,7,clusters:1_2
2R56,0.17,26,4,clusters:1_2
4M62,0.45,25,9,clusters:1_2
4TSA,0.12,21,2,clusters:1_2
4G6J,0.26,26,6,clusters:1_2
4AEI,0.46,20,8,clusters:1_2
2XQB,0.49,23,11,clusters:1_2
4JPK,0.08,26,2,clusters:1_2
3KR3,0.46,20,9,clusters:1_2
4BZ1,0.51,23,9,clusters:1_2
5DUR,0.13,28,3,clusters:1_2
4YWG,0.44,24,8,clusters:1_2
5SY8,0.58,25,11,clusters:1_2
2ARJ,0.19,24,4,clusters:1_2
2UZI,0.64,26,14,clusters:1_2
3HI6,0.49,26,11,clusters:1_2
2YBR,0.55,20,9,clusters:1_2
1EGJ,0.63,24,11,clusters:1_2
1OAZ,0.52,25,11,clusters:1_2
3PNW,0.5,20,9,clusters:1_2
2VXQ,0.37,23,7,clusters:1_2
4DQO,0.12,23,2,clusters:1_2
5C7X,0.6,24,14,clusters:1_2
5KVD,0.37,23,8,clusters:1_2
3NH7,0.19,22,4,clusters:1_2
2XRA,0.33,27,7,clusters:1_2
3PGF,0.55,32,15,clusters:1_2
4FFY,0.25,23,6,clusters:1_2
4DTG,0.32,20,6,clusters:1_2
4AL8,0.47,23,8,clusters:1_2
5DHV,0.41,21,7,clusters:1_2
4BZ2,0.1176,15,2,clusters:1
4ETQ,0.4103,17,8,clusters:1
3LEV,0.1,11,1,clusters:2
2ADF,0.5161,16,8,clusters:1
5KJR,0.3902,24,8,clusters:1
1BGX,0.2927,30,12,clusters:2
4LQF,0.1,9,1,clusters:1
5KVF,0.1538,11,2,clusters:1
1FBI,0.2727,7,3,clusters:2
2J4W,0.2609,11,3,clusters:1
3Q3G,0.6857,18,12,clusters:1
5TZU,0.3333,11,5,clusters:2
5TZ2,0.3333,10,4,clusters:2
