1A2Y_4KXI,129,129,128,0.992,0.992,0.56
1FNS_1AUQ,196,208,194,0.99,0.933,0.41
3RVV_3D6S,223,223,223,1.0,1.0,0
5K9K_6WXB,490,485,482,0.984,0.994,0
5L6Y_1IK0,94,113,94,1.0,0.832,0.23
3NGB_3TGT,347,342,342,0.986,1.0,0.11
1NCA_6D3B,386,386,386,1.0,1.0,0.04
4LEO_1M6B,601,549,548,0.912,0.998,0.07
4LU5_3K7B,86,85,85,0.988,1.0,0.05
4F15_7KNA,234,481,224,0.957,0.466,0
3HI6_1XDG,180,182,178,0.989,0.978,0.26
4HKX_6CHX,212,214,212,1.0,0.991,0.13
3Q3G_1BHQ,189,189,188,0.995,0.995,0.33
4XWG_5TXF,369,378,365,0.989,0.966,0.4
5C0N_2QM9,131,139,131,1.0,0.942,0.12
4DTG_1ADZ,60,71,58,0.967,0.817,0.32
5UGY_6CHX,323,214,213,0.659,0.995,0.12
5MES_5KU9,151,149,149,0.987,1.0,0.32
4O58_6MXU,317,486,301,0.95,0.619,0.04
2Q8A_1Z40,316,311,300,0.949,0.965,0.31
3I50_2I69,273,403,273,1.0,0.677,0.27
4TSA_4KXI,68,129,67,0.985,0.519,0.38
3MXW_3M1N,153,164,150,0.98,0.915,0.04
3T2N_5CE1,339,361,333,0.982,0.922,0.12
5A3I_6PCX,323,491,317,0.981,0.646,0.12
5B3J_3JPY,329,358,327,0.994,0.913,0.04
4KUC_4Q2V,259,259,259,1.0,1.0,0.14
2ADF_1ATZ,189,184,184,0.974,1.0,0.44
4KI5_6MF2,154,1222,154,1.0,0.126,0.12
5D70_2GMF,115,121,115,1.0,0.95,0.41
4H8W_4DVV,337,339,335,0.994,0.988,0.24
4D3C_5COE,137,173,135,0.985,0.78,0.37
4NNP_4NNO,273,278,273,1.0,0.982,0.09
4ZSO_3PV7,217,212,211,0.972,0.995,0.09
4YK4_6CHX,206,214,206,1.0,0.963,0.1
4HF5_2WRC,317,474,306,0.965,0.646,0
4PP1_3F5V,222,221,219,0.986,0.991,0
4OGX_2ANY,236,222,220,0.932,0.991,0.41
2R56_6GF9,159,161,159,1.0,0.988,0.04
5BV7_5TXF,377,378,372,0.987,0.984,0.04
4K94_2EC8,195,464,182,0.933,0.392,0.14
5E8E_5EDK,259,518,254,0.981,0.49,0.12
4RWY_3TGQ,337,336,333,0.988,0.991,0.19
1MHP_1CK4,184,193,180,0.978,0.933,0.42
5F3H_5NXS,104,290,95,0.913,0.328,0.04
2VXQ_1BMW,92,94,92,1.0,0.979,0.47
5H35_5WTR,195,197,195,1.0,0.99,0.38
3L5W_1IK0,101,113,101,1.0,0.894,0.29
3GJF_6APN,276,384,271,0.982,0.706,0.29
1H0D_1HBY,122,122,122,1.0,1.0,0.39
5KVE_5OMZ,101,115,101,1.0,0.878,0.15
5DHV_6BSY,61,58,58,0.951,1.0,0.53
4IJ3_3Q6O,237,228,226,0.954,0.991,0.24
5TZ2_2VSC,114,114,113,0.991,0.991,0
1FE8_1ATZ,190,184,184,0.968,1.0,0.62
4FFY_3IRC,97,104,97,1.0,0.933,0.29
1OB1_1CEJ,96,96,93,0.969,0.969,0.11
4ZPT_4ZPW,208,208,208,1.0,1.0,0.27
3NFP_6VWU,111,258,109,0.982,0.422,0
1JHL_1GHL,129,130,128,0.992,0.985,0.41
4Y5V_1ERN,206,207,197,0.956,0.952,0.6
4O9H_1ALU,152,157,152,1.0,0.968,0.1
5LQB_1M4C,128,114,113,0.883,0.991,0.43
5CZX_4ZLP,227,241,227,1.0,0.942,0.28
4UTA_4UTC,386,391,379,0.982,0.969,0
1HYS_3LAN,425,553,423,0.995,0.765,0.09
4JR9_4U4W,409,438,408,0.998,0.932,0.05
3LIZ_1YG9,319,319,317,0.994,0.994,0
4K2U_1ZRL,230,583,226,0.983,0.388,0
1BQL_1DKJ,129,129,129,1.0,1.0,0.16
5IKC_1MJD,89,113,88,0.989,0.779,0.16
4QTI_3U74,260,263,254,0.977,0.966,0.1
3PGF_5EDU,358,723,353,0.986,0.488,0.2
4BZ2_3WE1,101,97,91,0.901,0.938,0.44
1ORS_2KYH,132,147,132,1.0,0.898,0.11
4OT1_4OSN,113,110,107,0.947,0.973,0.05
2YPV_2KC0,229,242,228,0.996,0.942,0.16
2FD6_3U74,248,263,245,0.988,0.932,0
2DD8_5X58,192,1054,192,1.0,0.182,0.12
2J88_1FCQ,319,314,314,0.984,1.0,0.34
5F96_3TGT,339,342,338,0.997,0.988,0.07
4Z5R_1ITF,141,165,141,1.0,0.855,0.38
4M62_3LF6,155,154,154,0.994,1.0,0.5
2JEL_1HDN,85,85,85,1.0,1.0,0.39
3IU3_6VWU,114,258,111,0.974,0.43,0
4U0R_4WAT,288,332,286,0.993,0.861,0
5MVZ_5R8B,136,152,136,1.0,0.895,0.05
1TPX_2N53,102,143,101,0.99,0.706,0.09
5KVD_5OMZ,108,115,107,0.991,0.93,0.18
5F3B_5NXS,106,290,96,0.906,0.331,0.04
2NYY_3BTA,1267,1277,1267,1.0,0.992,0.03
1IQD_1D7P,156,159,156,1.0,0.981,0.62
2UZI_2Q21,166,171,166,1.0,0.971,0.32
4YPG_1ITF,159,165,157,0.987,0.952,0.16
4G6J_5R8B,149,152,149,1.0,0.98,0.13
1QFU_6WXB,318,485,316,0.994,0.652,0
5KVG_5OMZ,107,115,106,0.991,0.922,0.04
3KS0_1LDC,92,478,88,0.957,0.184,0
4FP8_6WXB,267,485,267,1.0,0.551,0
1A14_6HCX,385,388,384,0.997,0.99,0.04
5T5F_2KC0,226,242,226,1.0,0.934,0.18
5D8J_2QM9,133,139,132,0.992,0.95,0.45
4HCR_4HD9,194,198,194,1.0,0.98,0.46
3NH7_2K3G,85,102,85,1.0,0.833,0.22
5DUR_5DUT,218,213,212,0.972,0.995,0.27
5CBA_7JNY,61,80,61,1.0,0.762,0.28
5I9Q_5FA2,340,336,332,0.976,0.988,0.04
3ZKM_6UJ1,375,367,360,0.96,0.981,0.25
4I77_1IK0,97,113,97,1.0,0.858,0.14
