4FP8,0,-0.1
5KJR,0.33,0.29
2XRA,0.33,0.26
3JWD,0.13,0.08
2Q8A,0.35,0.3
2NY7,0.07,-0.02
4U0R,0.09,0.02
3U2S,0.16,-0.04
1OB1,0.17,-0.01
5TZT,0.06,-0.06
4BZ1,0.51,0.45
3KR3,0.46,0.2
1BQL,0,-0.16
1HYS,0.23,0.25
2ZCH,0.18,0.1
2R56,0.17,0.03
5MVZ,0.19,0.04
4ZS7,0.18,0.02
4JZJ,0.04,-0.05
2DD8,0.04,-0.09
3W9E,0.41,0.33
2W9E,0.37,0.23
4IJ3,0.45,0.4
2QQN,0,-0.13
4DTG,0.32,0.03
4LU5,0.05,-0.2
3ZKM,0.37,0.32
5E94,0.6,0.53
3T2N,0.5,0.48
4LEO,0.04,-0.01
2XWT,0.11,-0.01
4KUC,0,-0.08
4TSA,0.12,-0.16
3L5W,0.18,0.06
4HKX,0.09,-0.02
4JPK,0.08,-0.09
3WXV,0,-0.09
1OAZ,0.52,0.43
4J6R,0.12,0.03
1QFU,0,-0.08
4YK4,0.05,-0.04
1NCA,0,-0.07
4O9H,0.43,0.36
5TZ2,0.21,0.07
4HF5,0,-0.08
2J4W,0.2,-0.41
1WEJ,0,-0.19
4H8W,0.2,0.14
4HWB,0.04,-0.21
5K59,0.38,0.4
4Y5V,0.27,0.18
4DGI,0.35,0.26
5C0N,0.06,-0.01
1EZV,0,-0.13
5BV7,0.04,-0.04
5IKC,0.46,0.35
5D70,0.41,0.31
3THM,0.3,0.06
3U7Y,0.09,-0.01
3LD8,0.13,0.09
3S35,0.24,0.07
5HDQ,0.27,0.24
3HMX,0.16,0.09
5F9W,0.1,0.01
1YY9,0.03,-0.01
5FHX,0.23,0.13
2BDN,0.11,-0.24
4K2U,0,-0.09
3S37,0.38,0.24
1FNS,0.26,0.21
4FQJ,0.08,-0.0
1E6J,0,-0.1
4QWW,0.22,0.19
3GJF,0,-0.08
5L6Y,0,-0.21
3SQO,0.12,0.1
4DQO,0.12,-0.07
4YPG,0.16,-0.0
3B2U,0.13,0.01
1FE8,0.22,0.12
1ORS,0.22,0.15
5F3H,0.41,0.29
4UV7,0.29,0.36
4Z5R,0.35,0.22
4CNI,0.05,-0.07
1EO8,0,-0.07
5KW9,0.04,-0.04
4XNY,0.03,-0.08
4BZ2,0.1,-0.14
4QCI,0.16,-0.03
1W72,0,-0.09
5C7X,0.6,0.49
4RGM,0.22,0.15
3V6O,0.15,0.06
5DUM,0,-0.12
5FB8,0.44,0.26
5TZU,0.23,0.06
4F37,0.55,0.56
5D93,0.49,0.44
5MES,0.16,0.07
4FFY,0.25,0.0
1RJL,0,-0.23
1MHP,0.49,0.45
5GGT,0.22,0.09
4M48,0,-0.04
5F96,0.11,0.03
1A2Y,0.15,0.01
2VXQ,0.37,0.22
1H0D,0.15,-0.02
5FCU,0.56,0.45
3BGF,0.1,-0.02
3Q1S,0.33,0.24
1C08,0.24,0.11
1A14,0,-0.07
1FBI,0.15,0.01
4U6V,0.48,0.46
2ARJ,0.19,0.01
4JPW,0.06,-0.03
4OII,0.09,-0.05
5UGY,0,-0.1
5DUR,0.13,0.03
4JLR,0.34,0.22
5JHL,0.29,0.34
4OKV,0.06,-0.24
3SKJ,0.14,0.03
5E8E,0,-0.08
3LEV,0.06,-0.03
3VG9,0.07,-0.03
2VDK,0.04,-0.02
3CVH,0,-0.09
2UZI,0.64,0.6
4XAK,0.23,0.17
1TPX,0.1,-0.13
5T5F,0.54,0.54
4HJ0,0.35,0.18
4XMP,0.08,-0.02
1V7M,0.1,-0.05
1FJ1,0.12,0.04
4F15,0,-0.08
4LIQ,0,-0.06
4LSU,0.09,-0.01
5F9O,0.11,0.04
4GMS,0,-0.08
4ZSO,0.17,0.09
2R29,0,-0.25
2EIZ,0.24,0.09
1BGX,0.26,0.21
4YWG,0.44,0.37
3NFP,0.31,0.18
5KVG,0,-0.25
1FSK,0.09,-0.04
2CMR,0.32,0.24
4K3J,0,-0.05
4I77,0,-0.28
1G9M,0.05,-0.01
4PP2,0.21,0.12
4LQF,0.06,-0.16
4NNP,0.6,0.64
5CBA,0.47,0.28
3NGB,0.07,-0.01
3WIH,0.17,-0.02
3U9P,0.23,0.13
1JPS,0.04,-0.09
4OGX,0.13,0.0
4JR9,0,-0.05
5F3B,0.35,0.22
3D85,0.29,0.16
4G6J,0.26,0.12
1EGJ,0.63,0.63
4LVN,0.04,-0.02
2YBR,0.55,0.42
1ZTX,0.05,-0.16
5SX4,0.26,0.16
1OSP,0,-0.11
4Y5Y,0.16,0.05
3LIZ,0,-0.08
3VI3,0,-0.06
2JEL,0,-0.27
4ETQ,0.32,0.24
2AEP,0,-0.07
5JQ6,0.11,0.04
4K94,0.04,-0.1
5IES,0.08,-0.07
2FD6,0,-0.09
5CZX,0.05,-0.04
4XVS,0.03,-0.06
5A3I,0,-0.08
3HI6,0.49,0.42
5K9K,0.08,0.03
5KVE,0.15,-0.04
4NZR,0.4,0.34
4RWY,0.09,-0.01
3X3F,0.12,-0.13
4F2M,0.32,0.25
3SE9,0.03,-0.06
3L5X,0.12,-0.02
3I50,0.24,0.22
3IU3,0.05,-0.18
2ADF,0.38,0.33
4HCR,0.29,0.2
5L0Q,0.2,0.14
4O58,0,-0.08
4YUE,0.11,-0.09
5I9Q,0.18,0.12
4L5F,0,-0.22
4IRZ,0.06,0.02
2J88,0.29,0.31
5B3J,0.04,-0.02
4XWG,0.33,0.3
4CMH,0.11,-0.0
5LQB,0.35,0.24
5DHV,0.41,0.21
4YDK,0.06,-0.04
3MA9,0.27,0.16
3RKD,0,-0.18
1XIW,0,-0.28
1BVK,0.1,-0.07
1JRH,0.05,-0.18
1JHL,0.17,0.07
4M62,0.45,0.39
1LK3,0,-0.18
4D3C,0.44,0.42
1IQD,0.34,0.26
4PP1,0.08,-0.03
5H35,0.08,-0.04
3UC0,0,-0.22
4AG4,0.04,-0.03
3GI8,0,-0.06
3PGF,0.55,0.52
1SY6,0,-0.12
5KVD,0.37,0.22
5HYS,0.1,0.01
1AHW,0.04,-0.08
1NSN,0,-0.18
1UJ3,0.04,-0.08
4DN4,0.58,0.49
3WKM,0.12,-0.03
3RVV,0.19,0.11
4HC1,0.17,0.08
4ZPT,0.32,0.26
5KVF,0.11,-0.08
4EDW,0.34,0.19
2OZ4,0.08,-0.0
3KS0,0.55,0.52
3EOA,0.2,0.12
5EN2,0.22,0.07
2NYY,0.03,0.0
4MWF,0.36,0.32
4YDJ,0.04,-0.07
3Q3G,0.56,0.52
4KI5,0,-0.17
4YQX,0.16,0.02
2XQY,0,-0.06
2XQB,0.49,0.35
4UTA,0.05,0.08
3G04,0.2,0.1
4OT1,0,-0.19
5D8J,0.28,0.15
4QTI,0,-0.08
4AEI,0.46,0.26
3IDX,0,-0.08
3GRW,0.03,-0.14
3PNW,0.5,0.29
3MXW,0,-0.18
4LF3,0.47,0.36
5SY8,0.58,0.56
1N8Z,0.07,0.04
1AR1,0,-0.09
3B9K,0.19,0.01
2YPV,0.26,0.18
4AL8,0.47,0.41
3HI1,0,-0.1
4G6M,0.04,-0.12
3NH7,0.19,-0.09
1MLC,0.05,-0.1
