1A14,0,-0.08
1A2Y,0.15,0.01
1AHW,0,-0.13
1AR1,0.05,-0.04
1BGX,0.23,0.18
1BQL,0,-0.16
1BVK,0.2,0.05
1C08,0.24,0.11
1E6J,0,-0.1
1EGJ,0.57,0.55
1EO8,0.13,0.07
1EZV,0,-0.14
1FBI,0.26,0.14
1FE8,0.39,0.31
1FJ1,0.08,-0.0
1FNS,0.21,0.14
1FSK,0.05,-0.1
1G9M,0.5,0.54
1H0D,0.54,0.45
1HYS,0.36,0.43
1IQD,0.73,0.71
1JHL,0.51,0.49
1JPS,0,-0.14
1JRH,0.37,0.23
1LK3,0.19,0.04
1MHP,0.54,0.5
1MLC,0,-0.17
1N8Z,0.18,0.16
1NCA,0,-0.09
1NSN,0,-0.19
1OAZ,0.71,0.67
1OB1,0.17,-0.01
1ORS,0.06,-0.07
1OSP,0.24,0.17
1QFU,0.16,0.09
1RJL,0,-0.23
1SY6,0,-0.12
1TPX,0.24,0.05
1UJ3,0,-0.14
1V7M,0.05,-0.11
1W72,0.13,0.07
1WEJ,0,-0.19
1XIW,0.05,-0.21
1YY9,0.03,-0.01
1ZTX,0.05,-0.16
2ADF,0.67,0.66
2AEP,0.11,0.04
2ARJ,0.1,-0.1
2BDN,0.16,-0.17
2CMR,0.5,0.45
2DD8,0.34,0.25
2EIZ,0.29,0.15
2FD6,0.05,-0.03
2J4W,0.27,-0.29
2J88,0.29,0.3
2JEL,0.32,0.15
2NY7,0.26,0.18
2NYY,0,-0.03
2OZ4,0.57,0.55
2Q8A,0.38,0.33
2QQN,0.32,0.26
2R29,0.1,-0.12
2R56,0.21,0.07
2UZI,0.64,0.59
2VDK,0,-0.07
2VXQ,0.53,0.42
2W9E,0.47,0.37
2XQB,0.36,0.18
2XQY,0,-0.07
2XRA,0.56,0.53
2XWT,0.39,0.31
2YBR,0.36,0.17
2YPV,0.38,0.32
2ZCH,0.05,-0.06
3B2U,0.43,0.36
3B9K,0,-0.22
3BGF,0.19,0.09
3CVH,0,-0.09
3D85,0.29,0.16
3EOA,0.2,0.11
3G04,0.31,0.23
3GI8,0,-0.07
3GJF,0,-0.08
3GRW,0.03,-0.14
3HI1,0.29,0.22
3HI6,0.49,0.42
3HMX,0,-0.09
3I50,0.43,0.45
