3GJF,0.09,0.02
1OB1,0.11,-0.08
3LD8,0.09,0.04
4KUC,0.14,0.08
3GRW,0.26,0.13
3B9K,0.05,-0.17
4DQO,0.12,-0.07
1FNS,0.53,0.53
3MXW,0.26,0.13
5L6Y,0.24,0.1
3T2N,0.38,0.35
5JQ6,0.11,0.04
1UJ3,0.12,0.01
3U7Y,0.12,0.02
3MA9,0.35,0.25
4LU5,0.16,-0.06
3WXV,0,-0.09
4LQF,0.12,-0.08
4YQX,0.32,0.21
4OII,0.09,-0.05
4YPG,0.27,0.14
3SKJ,0.28,0.19
5BV7,0,-0.08
4BZ1,0,-0.21
1LK3,0,-0.18
3X3F,0.36,0.2
3U9P,0.14,0.02
4FQJ,0.28,0.22
1AR1,0,-0.09
2XWT,0.29,0.19
4LVN,0.04,-0.02
2R56,0.26,0.13
4F2M,0.26,0.19
5GGT,0.59,0.56
4GMS,0,-0.08
5KVE,0.26,0.09
4EDW,0.39,0.25
5T5F,0.63,0.66
4FP8,0,-0.1
1ORS,0.22,0.15
1EGJ,0.63,0.63
2ARJ,0.1,-0.1
1OAZ,0.57,0.49
4YDK,0.15,0.06
4J6R,0.09,-0.0
4HWB,0.26,0.07
5B3J,0,-0.07
4U6V,0.39,0.36
4M62,0.6,0.57
4ZPT,0.32,0.26
5FB8,0.73,0.65
4LIQ,0,-0.06
5K59,0.52,0.57
3U2S,0.11,-0.11
4Z5R,0.48,0.38
5A3I,0,-0.08
5F3B,0.1,-0.1
2JEL,0.32,0.15
4K94,0.16,0.05
2Q8A,0.46,0.42
3SQO,0.04,0.0
3W9E,0.56,0.5
3S37,0.43,0.3
5I9Q,0,-0.09
3LIZ,0.04,-0.03
4OKV,0,-0.32
3G04,0.47,0.41
2W9E,0.37,0.23
4AG4,0,-0.07
2AEP,0.19,0.14
3VG9,0.03,-0.07
4ZSO,0.17,0.09
4UV7,0.21,0.25
3B2U,0.21,0.11
2VXQ,0.58,0.49
1WEJ,0.63,0.63
4HF5,0,-0.08
1EO8,0.09,0.02
1V7M,0.05,-0.11
5SX4,0.26,0.16
3V6O,0.34,0.3
4NNP,0.56,0.58
1BVK,0.59,0.52
2NY7,0.19,0.1
5DHV,0.59,0.47
3THM,0.35,0.13
