2ADF,0.34,26,7,clusters:1_2
5KVF,0.2,25,4,clusters:1_2
4M62,0.45,25,9,clusters:1_2
5FB8,0.29,22,6,clusters:1_2
4G6J,0.26,26,6,clusters:1_2
1OB1,0.22,23,4,clusters:1_2
4AEI,0.57,20,10,clusters:1_2
4PP2,0.29,28,7,clusters:1_2
5KVE,0.2,25,4,clusters:1_2
3KR3,0.55,21,11,clusters:1_2
4BZ1,0.46,23,8,clusters:1_2
5SY8,0.38,25,7,clusters:1_2
2YBR,0.61,20,10,clusters:1_2
1EGJ,0.51,24,9,clusters:1_2
2VXQ,0.26,23,5,clusters:1_2
3RVV,0.19,28,4,clusters:1_2
5C7X,0.34,24,8,clusters:1_2
5KVD,0.13,25,3,clusters:1_2
1JHL,0.24,24,4,clusters:1_2
4AL8,0.53,22,9,clusters:1_2
5DHV,0.47,21,8,clusters:1_2
